destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Comunidad Valenciana,Alicante,Villajoyosa,true,0313901,Hotel Atrium Beach,03139,Privada,false,Residencial turístico/hotelero,Sin uso,"Varios testigos apuntan a que la estructura sigue igual que como muestran las imágenes de Google Maps, de diciembre de 2022. Se trata del hotel Atrium Beach cuya construcción, según explican en el medio <a href=""https://www.informacion.es/benidorm/2022/09/28/nueva-oportunidad-hotel-atrium-beach-75952442.html"" target=""_blank""><i>Información</i></a>, lleva paralizada desde hace 20 años por varios motivos. Uno de ellos fue el fallecimiento de tres obreros en dos accidente laborales en 2003. Además, la empresa propietaria, Hotel Luna SA, se excedió en el número de plantas edificadas (pasando de 11 a 21) sin ajustar las licencias a estos cambios. Tanto el Ayuntamiento de Villajoyosa como los promotores intentaron sortear estas modificaciones con unos convenios urbanísticos que finalmente han sido calificados como nulos. En septiembre de 2022, el consistorio daba una nueva oportunidad al proyecto abriendo un nuevo expediente para poder legalizar el edificio y finalizarlo. Por el momento no hay más información por parte del ayuntamiento.","Calle Tramuntana, 03570",38.5249636,-0.1675991,"https://www.google.com/maps/@38.5249636,-0.1675991,3a,75y,351.28h,96.58t/data=!3m7!1e1!3m5!1sJFC9_MZZ5aDFFKhI8xveaw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DJFC9_MZZ5aDFFKhI8xveaw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D114.38396%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?authuser=0",https://rtve.es/contenidos/fotos/datos/2023/hormigon/villajoyosa_13.jpg,Morell (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/villajoyosa_12.jpg,Morell (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/villajoyosa_13.jpg,Morell (EFE),Pablo Naranjo,Previo al lanzamiento del proyecto
,Andalucía,Huelva,Matalascañas (Almonte),true,2100501,Hotel de 4 estrellas en Matalascañas,21005,Privada,false,Residencial turístico/hotelero,Sin uso,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. La información, de @entre0trasc0sas, afirma que este futuro hotel de cuatro estrellas proyectado en 2006 se encuentra en un limbo burocrático entre quiebras y renuncias del proyecto. Las imágenes de Google Maps, de mayo de 2018, revelan que el edificio se encuentra aún abandonado; en el <a href=""https://www.bing.com/maps/?cp=36.988479%7E-6.531417&lvl=16.0&sty=b&pi=0.5&style=x&mo=om.1&dir=336"" target=""_blank"">buscador Bing</a> se ofrece una visión más reciente, de 2020, y permanece en la misma situación.","Sector G Segunda Fase 23, 21760",36.9886191,-6.5323118,"https://www.google.com/maps/@36.9886191,-6.5323118,3a,75y,38.43h,92.39t/data=!3m6!1e1!3m4!1s0bsjQmY4C5ManF30Kuk9DQ!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,Cadáveres inmobiliarios / @entre0trasc0sas,Previo al lanzamiento del proyecto
,Islas Baleares,Baleares,Ciutadella de Menorca,true,0701501,Hotel en Ciutadella,07015,Privada,false,Residencial turístico/hotelero,Sin uso,"La <a href=""https://www.bonninsanso.com/es/compra/hotel-en-construccion-junto-a-la-playa-de-santandria-ciutadella-menorca/34362/"" target=""_blank"">inmobiliaria Finca Bonnin Sanso</a> informa de que se trata de un antiguo hotel que lleva más de diez años parado. Se encuentra en Cala Santandría y está concebido como ""un hotel de cuatro estrellas, compuesto de plantas sótano, baja, primer piso y cubierta mixta preparada para instalar placas solares, con piscina interior y exterior"".","Cala Santandría, 07769",39.9770954,3.8416176,"https://www.google.com/maps/@39.9770058,3.8415906,3a,75y,296.26h,88.69t/data=!3m6!1e1!3m4!1saRYt5Cd20luiqkrxeNykBw!2e0!7i16384!8i8192?hl=es-ES",https://rtve.es/contenidos/fotos/datos/2023/hormigon/menorca_1.jpg,Finca Bonnin Sanso,https://rtve.es/contenidos/fotos/datos/2023/hormigon/menorca_12.jpg,Finca Bonnin Sanso,https://rtve.es/contenidos/fotos/datos/2023/hormigon/menorca_13.jpg,Finca Bonnin Sanso,Clara Roca,Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Los Alcázares,true,3090201,Hotel en Los Alcázares,30902,Privada,false,Residencial turístico/hotelero,Sin uso,"Fuentes del Ayuntamiento de Los Alcázares informan de que ""el uso previsto por el planeamiento para el inmueble es el hotelero"". Se trataría de una edifición de carácter privado y que desconocen los motivos reales por los que no se llegó a terminar. La licencia de obras es del año 2005 y el consistorio reseña que ""actualmente está tramitándose el proyecto de urbanización de la unidad de actuación en la que se encuentra el inmueble, lo que permitirá urbanizar su entorno y posibilitar la apertura del mismo"".","N-332 148, 30366",37.7497125,-0.8477258,"https://www.google.com/maps/@37.7497125,-0.8477258,3a,75y,116.75h,108.34t/data=!3m7!1e1!3m5!1sdEBpns8x2JDOCKckuwqHJQ!2e0!5s20230401T000000!7i16384!8i8192?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/alcazares_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/alcazares_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/alcazares_13.jpg,,Irene Chico,Previo al lanzamiento del proyecto
,Asturias,Asturias,"Niembro (Barro, Llanes)",true,3303601,Hotel inacabado en Niembro,33036,Privada,false,Residencial turístico/hotelero,Sin uso,"Junto a la playa de Toranda se erige el proyecto de un hotel, cuyo esqueleto lleva ahí más de 20 años según fuentes consultadas. La opción de Street View de Google Maps no permite acercarse más al lugar; sus imágenes más recientes son de agosto de 2019. El Ayuntamiento de Llanes no ha proporcionado más información por el momento.",33595,43.4396554,-4.8409451,"https://www.google.com/maps/@43.4396554,-4.8409451,3a,15y,352.67h,90.09t/data=!3m7!1e1!3m5!1su5WnvklTgxJSeiDjqFCBaw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Du5WnvklTgxJSeiDjqFCBaw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D259.41898%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=es",,,,,,,Víctor García Guerrero,Previo al lanzamiento del proyecto
,Islas Baleares,Baleares,Sant Joan de Labritja,true,0705001,Hotel Sert en Cala d’en Serra,07050,Privada,false,Residencial turístico/hotelero,Sin uso,"Se hablaba en 2016 de que este hotel sin acabar, cuyas obras comenzaron en 1971, según explica <a href=""https://www.periodicodeibiza.es/pitiusas/ibiza/2016/10/02/223198/abandono-del-fantasma-sert.html"" target=""_blank""><i>Periódico de Ibiza y Formentera</i></a>, iba a ser demolido. Sin embargo, el edificio que fue diseñado por el arquitecto Josep Lluís Sert continúa aún en la Cala d'en Serra. Al contrario de lo que ocurre con otros recintos hoteleros, este tenía como objetivo ""erigir un complejo turístico sin afán especulativo, destinado al descanso y disfrute de jóvenes interesados en la cultura y la naturaleza"", según cuentan en <a href=""https://www.diariodeibiza.es/ibiza/2020/01/19/cala-d-serra-arte-ruinas-29596147.html"" target=""_blank""><i>Diario de Ibiza</i></a>.","Camino Cala d'en Serra, 07810",39.1072845,1.5375383,"https://www.google.com/maps/place/Cala+d'en+Serra/@39.1072845,1.5375383,17z/data=!4m6!3m5!1s0x129917cbd8ffe5f5:0x51538b73d7366068!8m2!3d39.1076878!4d1.5370509!16s%2Fg%2F11fx8jcpw5",https://rtve.es/contenidos/fotos/datos/2023/hormigon/santjoan_1.jpg,Sergio Mayans (Centro Territorial RTVE Baleares),https://rtve.es/contenidos/fotos/datos/2023/hormigon/santjoan_12.jpg,Sergio Mayans (Centro Territorial RTVE Baleares),https://rtve.es/contenidos/fotos/datos/2023/hormigon/santjoan_13.jpg,Sergio Mayans (Centro Territorial RTVE Baleares),Jordi S.,Previo al lanzamiento del proyecto
,Aragón,Zaragoza,La Muela,true,5018207,Infraestructura a medias,50182,Privada,false,Residencial,Sin uso,"Una construcción más abandonada junto a otras de la misma acera. Gracias al histórico de imágenes de Google Maps se observa que los primeros vestigios de la infraestructura datan al menos de 2011, aunque en esa época también se aprecia en la zona un parón de las obras que se estaban ejecutando.","Ciudad Zaragoza Golf, 50198",41.6117413,-1.0544567,"https://www.google.com/maps/@41.6117413,-1.0544567,3a,75y,342.45h,94.73t/data=!3m6!1e1!3m4!1sgdhTwD8FFn5oVsbenzpKXw!2e0!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lamuela_8.jpg,,,,,,VerificaRTVE,30/03/2023
,Comunidad Valenciana,Alicante,Novelda,true,0309301,Instituto Tecnológico del Mármol,03093,Pública,true,Otros,Sin uso,"La obra del que debería haber sido el Instituto Tecnológico del Mármol se inició a principios de siglo y lleva parada desde 2010 sin un uso claro. Las últimas conversaciones mantenidas entre el Ayuntamiento de Novelda y la Comunidad Valenciana, en 2021, revelaban la posibilidad de que pudiera reconvertirse en un centro de emergencias comarcal, <a href=""http://novelda.es/el-edificio-del-instituto-tecnologico-del-marmol-podria-convertirse-en-centro-de-emergencias-comarca"" target=""_blank"">según explicó el propio consistorio</a>. <a href=""https://www.focuspiedra.com/la-antigua-cupula-de-aidico-en-el-banquillo-por-el-fallido-instituto-tecnologico-del-marmol-de-novelda/"" target=""_blank"">El portal <i>Focus Piedra</i></a> se hizo eco del juicio celebrado en 2019 y detalló que la empresa responsable, Aidico, solo destinó a la ejecución de la obra 1,6 millones de euros de los más de siete recibidos por parte del Ministerio de Ciencia y de la Generalitat.","Calle Xiritxola 11, 03660",38.38415873964678,-0.7422937288537078,"https://www.google.es/maps/@38.3856011,-0.7433614,3a,49.6y,165.65h,84.71t/data=!3m6!1e1!3m4!1sZBP6ISslsgtHWdlWMtEcVw!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/novelda_1.jpg,Ayuntamiento de Novelda,,,,,Esther Sánchez,16/06/2023
,Comunidad Valenciana,Alicante,Novelda,true,0309301,Instituto Tecnológico del Mármol,03093,Privada,true,Otros,Sin uso,"La obra del que debería haber sido el Instituto Tecnológico del Mármol se inició a principios de siglo y lleva parada desde 2010 sin un uso claro. Las últimas conversaciones mantenidas entre el Ayuntamiento de Novelda y la Comunidad Valenciana, en 2021, revelaban la posibilidad de que pudiera reconvertirse en un centro de emergencias comarcal, <a href=""http://novelda.es/el-edificio-del-instituto-tecnologico-del-marmol-podria-convertirse-en-centro-de-emergencias-comarca "" target=""_blank"">según explicó el propio consistorio</a>. <a href=""https://www.focuspiedra.com/la-antigua-cupula-de-aidico-en-el-banquillo-por-el-fallido-instituto-tecnologico-del-marmol-de-novelda/"" target=""_blank"">El portal <i>Focus Piedra</i></a> se hizo eco del juicio celebrado en 2019 y detalló que la empresa responsable, Aidico, solo destinó a la ejecución de la obra 1,6 millones de euros de los más de siete recibidos por parte del Ministerio de Ciencia y de la Generalitat.","Calle Xiritxola 11, 03660",38.38415873964678,-0.7422937288537078,"https://www.google.es/maps/@38.3856011,-0.7433614,3a,49.6y,165.65h,84.71t/data=!3m6!1e1!3m4!1sZBP6ISslsgtHWdlWMtEcVw!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/novelda_1.jpg,Ayuntamiento de Novelda,,,,,Esther Sánchez,16/06/2023
,Cataluña,Barcelona,Sant Esteve Sesrovires,true,0820801,Jove Fòrum,08208,Pública,false,Otros,Sin uso,"Se trata de una obra que lleva parada desde 2009, <a href=""https://www.diba.cat/es/web/sala-de-premsa/-/avantprojecte-per-finalitzar-l-edifici-jove-f%C3%B2rum-de-sant-esteve-sesrovires"" target=""_blank"">tal y como explica la propia Diputación</a>, y que iba a albergar multitud de espacios, entre ellos una biblioteca. Las obras se detuvieron por varios factores, entre ellos la construcción de otros espacios a la vez y la falta de liquidez en tiempos de crisis, según explican distintas fuentes.  <a href=""https://labustia.cat/el-nou-projecte-del-forum-de-sant-esteve-continua-endavant-per-iniciar-les-obres-el-2024/"" target=""_blank""><i>La Bústia</i> se hizo eco en enero de 2023</a> de que, con el apoyo de la Diputación y un nuevo proyecto a la vista, la previsión es ""poder empezar las obras en 2024"". La alcadía del municipio califica de ""central y de mucha importancia"" a este espacio, <a href=""https://www.vilapress.cat/articulo/municipales-2023/2023-04-28/4262374-sant-esteve-sesrovires""> según recogía <i>Vilapress</i></a> unos meses más tarde. Aún se puede consultar el <a href=""http://projecteaire.com/frum-sesrovires"" target=""_blank"">proyecto original del edificio</a>.","Passatge de les Oliveres 16, 08635",41.4937933,1.8712025,"https://www.google.es/maps/@41.4937933,1.8712025,3a,75y,12.11h,96.5t/data=!3m6!1e1!3m4!1sYaJkVxIAmggRrzVy99tlUg!2e0!7i16384!8i8192?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/santestevesesrovires_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/santestevesesrovires_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/santestevesesrovires_13.jpg,,ESS,30/03/2023
,Islas Canarias,Las Palmas,La Oliva,true,3501401,La Oliva Casas & Golf,35014,Privada,false,Residencial,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Las imágenes de satélite de Google Maps, de octubre de 2022, muestran que buena parte de las casas proyectadas en la urbanización La Oliva Casas & Golf están acabadas, aunque no todas. El <a href=""https://www.diariodefuerteventura.com/noticia/atalaya-dorada-territorio-okupa-y-urbanizaci%C3%B3n-%E2%80%9Csin-ley%E2%80%9D"" target=""_blank""><i>Diario de Fuerteventura</i></a> afirmaba en un artículo en 2021 que la zona ""se encuentra abandonada, sin servicios y tomada por la okupación ilegal"". Por el momento no se ha obtenido más información desde el ayuntamiento.","Calle Sau 916, 35640",28.6857006,-13.8724935,"https://www.google.com/maps/@28.6857006,-13.8724935,3a,75y,102.08h,90t/data=!3m6!1e1!3m4!1slFRj9shmirzaOd-Mp8vxPQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Islas Canarias,Las Palmas,La Oliva,false,3501401,La Oliva Casas & Golf,35014,Privada,false,Deportivo,Uso parcial,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Las imágenes de satélite de Google Maps, de octubre de 2022, muestran que buena parte de las casas proyectadas en la urbanización La Oliva Casas & Golf están acabadas, aunque no todas. El <a href=""https://www.diariodefuerteventura.com/noticia/atalaya-dorada-territorio-okupa-y-urbanizaci%C3%B3n-%E2%80%9Csin-ley%E2%80%9D"" target=""_blank""><i>Diario de Fuerteventura</i></a> afirmaba en un artículo en 2021 que la zona ""se encuentra abandonada, sin servicios y tomada por la okupación ilegal"". Por el momento no se ha obtenido más información desde el ayuntamiento.","Calle Sau 916, 35640",28.6857006,-13.8724935,"https://www.google.com/maps/@28.6857006,-13.8724935,3a,75y,102.08h,90t/data=!3m6!1e1!3m4!1slFRj9shmirzaOd-Mp8vxPQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Aragón,Zaragoza,San Mateo de Gállego,true,5023501,Las Dehesas de San Mateo de Gállego,50235,Privada,false,Residencial,Sin uso,"Según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, la urbanización con campo de Golf Las Dehesas de San Mateo de Gállego inició sus andanzas en 2002. En 2008 Fadesa, que participó en el proyecto en 2007, entró en concurso de acreedores. Las imágenes en Google Maps, de septiembre de 2022, muestran que muchas de las viviendas siguen a medio construir. Fuentes del consistorio afirman que en los últimos meses se ha estado usando para lanzar vertidos y escombros, y que cada año que pasa se va degradando más.","A-1106, 50840",41.8153575,-0.7489758,"https://www.google.com/maps/@41.8153575,-0.7489758,3a,75y,36.53h,97.2t/data=!3m6!1e1!3m4!1snLz_qtsvSxGN__3Pxgafng!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/sanmateogallego_1.jpg,José Manuel González,https://rtve.es/contenidos/fotos/datos/2023/hormigon/sanmateogallego_12.jpg,José Manuel González,https://rtve.es/contenidos/fotos/datos/2023/hormigon/sanmateogallego_13.jpg,José Manuel González,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Aragón,Zaragoza,San Mateo de Gállego,false,5023501,Las Dehesas de San Mateo de Gállego,50235,Privada,false,Deportivo,Sin uso,"Según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, la urbanización con campo de Golf Las Dehesas de San Mateo de Gállego inició sus andanzas en 2002. En 2008 Fadesa, que participó en el proyecto en 2007, entró en concurso de acreedores. Las imágenes en Google Maps, de septiembre de 2022, muestran que muchas de las viviendas siguen a medio construir. Fuentes del consistorio afirman que en los últimos meses se ha estado usando para lanzar vertidos y escombros, y que cada año que pasa se va degradando más.","A-1106, 50840",41.8153575,-0.7489758,"https://www.google.com/maps/@41.8153575,-0.7489758,3a,75y,36.53h,97.2t/data=!3m6!1e1!3m4!1snLz_qtsvSxGN__3Pxgafng!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/sanmateogallego_1.jpg,José Manuel González,https://rtve.es/contenidos/fotos/datos/2023/hormigon/sanmateogallego_12.jpg,José Manuel González,https://rtve.es/contenidos/fotos/datos/2023/hormigon/sanmateogallego_13.jpg,José Manuel González,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla-La Mancha,Albacete,Hellín,true,0203701,Las Higuericas Fincas Parcs,02037,Privada,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Las imágenes de satélite de Google Maps, de marzo de 2010, muestran que el proyecto Las Higuericas Fincas Parcs estaba abandonada. <a href=""https://www.laverdad.es/murcia/fiscal-reclama-diez-20171106004346-ntvo.html"" target=""_blank""><i>La Verdad</i></a> informa de que en 2017 el fiscal del caso reclamó diez años para el promotor de Cleyton Ges S.L por un supuesto fraude fiscal de cinco millones de euros.","Carretera A-15, 02499",38.3816232,-1.6431427,"https://www.google.com/maps/@38.3816232,-1.6431427,3a,75y,332.49h,90.66t/data=!3m7!1e1!3m5!1seDSg19iVO1fQ-rogVA0Qow!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DeDSg19iVO1fQ-rogVA0Qow%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D59.95808%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/hellin_1.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/hellin_12.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,https://rtve.es/contenidos/fotos/datos/2023/hormigon/hellin_13.jpg,Documentación Centro Territorial RTVE Castilla-La Mancha,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Extremadura,Cáceres,Casas de Millán,true,1005601,Matadero en Casas de Millán,10056,Pública,true,Otros,Sin uso,"Este matadero lleva construido más de 20 años, según afirman vecinos de la zona y confirman desde el Ayuntamiento de Casa de Millán. Ha sido objeto de vandalismo y está en desuso pese a que en su momento contaba con todos los servicios para iniciar su funcionamiento. En un futuro está previsto que este espacio se ceda a alguna asociación u otra organización, pero de momento se están evaluando los costes para rehabilitar la parcela desde el departamento de Urbanismo del consistorio.","Camino Rural s/n, CC-30, 10592",39.8136681,-6.3095971,"https://www.google.com/maps/@39.8136681,-6.3095971,3a,75y,33.42h,91.16t/data=!3m6!1e1!3m4!1sgTD7JLH-CHa1nYXCl213UQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/casasmillan_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/casasmillan_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/casasmillan_13.jpg,,Raúl Sánchez,Previo al lanzamiento del proyecto
,Extremadura,Cáceres,Casas de Millán,true,1005601,Matadero en Casas de Millán,10056,Privada,true,Otros,Sin uso,"Este matadero lleva construido más de 20 años, según afirman vecinos de la zona y confirman desde el Ayuntamiento de Casa de Millán. Ha sido objeto de vandalismo y está en desuso pese a que en su momento contaba con todos los servicios para iniciar su funcionamiento. En un futuro está previsto que este espacio se ceda a alguna asociación u otra organización, pero de momento se están evaluando los costes para rehabilitar la parcela desde el departamento de Urbanismo del consistorio.","Camino Rural s/n, CC-30, 10592",39.8136681,-6.3095971,"https://www.google.com/maps/@39.8136681,-6.3095971,3a,75y,33.42h,91.16t/data=!3m6!1e1!3m4!1sgTD7JLH-CHa1nYXCl213UQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/casasmillan_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/casasmillan_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/casasmillan_13.jpg,,Raúl Sánchez,Previo al lanzamiento del proyecto
,Andalucía,Granada,Atarfe,true,1802201,Medina Elvira Golf Residencial,18022,Privada,false,Residencial,Uso parcial,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios y al usuario Viskovitz. Según cuentan en <a href=""https://www.granadahoy.com/granada/Medina-Elvira-Ghost_0_665333783.html"" target=""_blank""><i>Granada Hoy</i></a> y confirman desde el Ayuntamiento de Atarfe, la urbanización Medina Elvira se concebió entre 2004 y 2005 para construir 3.500 viviendas de las que solo una parte se han habitado. En 2016, <a href=""https://www.granadadigital.es/absueltos-los-acusados-en-el-caso-de-la-urbanizacion-medina-elvira-de-atarfe-y-su-campo-de-golf/"" target=""_blank""><i>GranadaDigital</i></a> se hizo eco de que fueron absueltos el arquitecto y el secretario del Ayuntamiento de Atarfe, así como el representante legal de la empresa Vladigolf S.A, los principales acusados en el caso. El exalcalde de Atarfe también pasó por un juicio en 2020, tal y como explican en <a href=""https://www.granadahoy.com/provincia/Atarfe-irregularidades-urbanizacion-Medina-Elvira_0_1425157595.html"" target=""_blank""><i>Granada Hoy</i></a>.",18230,37.261956,-3.6911436,"https://www.google.com/maps/@37.261956,-3.6911436,3a,75y,255.41h,86.67t/data=!3m6!1e1!3m4!1sci77nP4mPHEB2ZSKcWE8tA!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/atarfe_1.jpg,Repor (TVE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/atarfe_12.jpg,Repor (TVE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/atarfe_13.jpg,Repor (TVE),Cadáveres inmobiliarios / Viskovitz,Previo al lanzamiento del proyecto
,Andalucía,Granada,Atarfe,true,1802201,Medina Elvira Golf Residencial,18022,Privada,false,Deportivo,Uso parcial,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios y al usuario Viskovitz. Según cuentan en <a href=""https://www.granadahoy.com/granada/Medina-Elvira-Ghost_0_665333783.html"" target=""_blank""><i>Granada Hoy</i></a> y confirman desde el Ayuntamiento de Atarfe, la urbanización Medina Elvira se concebió entre 2004 y 2005 para construir 3.500 viviendas de las que solo una parte se han habitado. En 2016, <a href=""https://www.granadadigital.es/absueltos-los-acusados-en-el-caso-de-la-urbanizacion-medina-elvira-de-atarfe-y-su-campo-de-golf/"" target=""_blank""><i>GranadaDigital</i></a> se hizo eco de que fueron absueltos el arquitecto y el secretario del Ayuntamiento de Atarfe, así como el representante legal de la empresa Vladigolf S.A, los principales acusados en el caso. El exalcalde de Atarfe también pasó por un juicio en 2020, tal y como explican en <a href=""https://www.granadahoy.com/provincia/Atarfe-irregularidades-urbanizacion-Medina-Elvira_0_1425157595.html"" target=""_blank""><i>Granada Hoy</i></a>.",18230,37.261956,-3.6911436,"https://www.google.com/maps/@37.261956,-3.6911436,3a,75y,255.41h,86.67t/data=!3m6!1e1!3m4!1sci77nP4mPHEB2ZSKcWE8tA!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/atarfe_1.jpg,Repor (TVE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/atarfe_12.jpg,Repor (TVE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/atarfe_13.jpg,Repor (TVE),Cadáveres inmobiliarios / Viskovitz,Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Nonihay (Aledo),true,3000601,Monte Aledo Resort,30006,Privada,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. <a href=""https://www.laverdad.es/murcia/20100507/local/comarcas/gobierno-regional-descarta-recurrir-201005071425.html"" target=""_blank""><i>La Verdad</i></a> informaba en 2010 de que la construcción de la urbanización Monte Aledo Resort se paralizó al aceptar el recurso de una empresa constructora que denunció al Ayuntamiento y al Gobierno regional por un presunto trato discriminatorio en la adjudicación. Desde el Ayuntamiento confirman que el complejo se encuentra ahora en manos de un fondo de inversión. Las imágenes en Google Maps no permiten acercarse más a la zona en la que estaba planificado el proyecto y desde el consistorio recuerdan que tan solo se realizaron movimientos de tierras, difíciles de ver a simple vista.","C-21, 30859",37.7825714,-1.5959742,"https://www.google.com/maps/@37.7843217,-1.5998451,3a,23.3y,111.54h,87.98t/data=!3m6!1e1!3m4!1s1tnDuTFQ9IKbLha-1V1erw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
