cod_mun,municipio,ccaa,provincia,d_previo,pob,d_actual,variacion
50133,Lagata,Aragón,Zaragoza,50,100,50,84.7
01030,Lagrán,País Vasco,Araba/Álava,51,147,51,77
01031,Laguardia,País Vasco,Araba/Álava,51.07,1113,51.07,85.80000000000001
44132,Lagueruela,Aragón,Teruel,61.4,56,61.4,59.400000000000006
24087,Laguna Dalga,Castilla y León,León,47.37,548,47.37,36.300000000000004
26082,Laguna de Cameros,La Rioja,La Rioja,51.35,110,51.35,106.7
40108,Laguna de Contreras,Castilla y León,Segovia,42.85,112,42.85,92.4
47076,Laguna de Duero,Castilla y León,Valladolid,43.56,18420,43.56,67.10000000000001
24088,Laguna de Negrillos,Castilla y León,León,49.58,964,49.58,102.30000000000001
16115,Laguna del Marquesado,Castilla-La Mancha,Cuenca,0,43,0,31.900000000000002
16116,Lagunaseca,Castilla-La Mancha,Cuenca,33.33,51,33.33,81.4
37168,Lagunilla,Castilla y León,Salamanca,51.04,370,51.04,4.4
26083,Lagunilla del Jubera,La Rioja,La Rioja,42.77,346,42.77,53.900000000000006
23040,Lahiguera,Andalucía,Jaén,47.41,1369,47.41,61.60000000000001
31138,Lakuntza,Navarra,Navarra,40.37,961,40.37,42.900000000000006
22135,Laluenga,Aragón,Huesca,42.13,176,42.13,34.1
22136,Lalueza,Aragón,Huesca,40.66,711,40.66,75.9
36024,Lalín,Galicia,Pontevedra,40.59,15992,40.59,45.1
39034,Lamasón,Cantabria,Cantabria,35.08,228,35.08,46.2
31139,Lana,Navarra,Navarra,35.13,148,35.13,80.30000000000001
22137,Lanaja,Aragón,Huesca,40.79,945,40.79,34.1
01032,Lanciego/Lantziego,País Vasco,Araba/Álava,43.56,481,43.56,49.50000000000001
16117,Landete,Castilla-La Mancha,Cuenca,48.79,955,48.79,46.2
48051,Lanestosa,País Vasco,Bizkaia,47.16,212,47.16,105.60000000000001
05109,Langa,Castilla y León,Ávila,52.18,412,52.18,33
42103,Langa de Duero,Castilla y León,Soria,47.58,540,47.58,82.5
50134,Langa del Castillo,Aragón,Zaragoza,52.88,104,52.88,2.2
47077,Langayo,Castilla y León,Valladolid,56.44,225,56.44,44
33031,Langreo,Asturias,Asturias,37.41,32356,37.41,78.10000000000001
40109,Languilla,Castilla y León,Segovia,48.52,68,48.52,15.400000000000002
18116,Lanjarón,Andalucía,Granada,39.27,2787,39.27,80.30000000000001
34092,Lantadilla,Castilla y León,Palencia,66.53,254,66.53,57.2
01902,Lantarón,País Vasco,Araba/Álava,37.43,758,37.43,4.4
18117,Lanteira,Andalucía,Granada,49.68,475,49.68,46.2
41052,Lantejuela,Andalucía,Sevilla,32.12,3116,32.12,30.800000000000004
31140,Lantz,Navarra,Navarra,43.9,123,43.9,71.5
05110,Lanzahíta,Castilla y León,Ávila,36.37,702,36.37,71.5
44133,Lanzuela,Aragón,Teruel,0,18,0,33
22139,Laperdiguera,Aragón,Huesca,50,77,50,27.500000000000004
31141,Lapoblación,Navarra,Navarra,40.74,107,40.74,70.4
01033,Lapuebla de Labarca,País Vasco,Araba/Álava,52.18,635,52.18,42.900000000000006
26084,Lardero,La Rioja,La Rioja,40.08,8053,40.08,108.9
39035,Laredo,Cantabria,Cantabria,48.7,8921,48.7,40.7
32038,Larouco,Galicia,Ourense,42.78,391,42.78,44
04056,Laroya,Andalucía,Almería,43.71,164,43.71,1.1
48052,Larrabetzu,País Vasco,Bizkaia,52.53,1596,52.53,16.5
31142,Larraga,Navarra,Navarra,38.04,1370,38.04,80.30000000000001
31143,Larraona,Navarra,Navarra,38.88,90,38.88,90.2
20048,Larraul,País Vasco,Gipuzkoa,34.19,193,34.19,29.700000000000003
31144,Larraun,Navarra,Navarra,31.13,742,31.13,104.50000000000001
37169,Larrodrigo,Castilla y León,Salamanca,48.57,175,48.57,79.2
23054,Larva,Andalucía,Jaén,49.16,358,49.16,88
42014,Las Aldehuelas,Castilla y León,Soria,0,58,0,29.700000000000003
05027,Las Berlanas,Castilla y León,Ávila,52.96,268,52.96,70.4
41020,Las Cabezas de San Juan,Andalucía,Sevilla,23.65,13262,23.65,25.3
37090,Las Casas del Conde,Castilla y León,Salamanca,35.59,59,35.59,67.10000000000001
50091,Las Cuerlas,Aragón,Zaragoza,58.53,41,58.53,92.4
18905,Las Gabias,Andalucía,Granada,32.03,17673,32.03,4.4
45072,Las Herencias,Castilla-La Mancha,Toledo,37.9,685,37.9,35.2
09166,Las Hormazas,Castilla y León,Burgos,48.38,93,48.38,75.9
19154,Las Inviernas,Castilla-La Mancha,Guadalajara,50,54,50,33
13050,Las Labores,Castilla-La Mancha,Ciudad Real,40.93,445,40.93,51.7
16121,Las Majadas,Castilla-La Mancha,Cuenca,49.28,211,49.28,19.8
16124,Las Mesas,Castilla-La Mancha,Cuenca,37.18,1735,37.18,18.700000000000003
19197,Las Navas de Jadraque,Castilla-La Mancha,Guadalajara,63.63,33,63.63,37.400000000000006
41066,Las Navas de la Concepción,Andalucía,Sevilla,38.74,1270,38.74,57.2
05168,Las Navas del Marqués,Castilla y León,Ávila,38.26,3666,38.26,30.800000000000004
24104,Las Omañas,Castilla y León,León,50,240,50,91.30000000000001
35016,Las Palmas de Gran Canaria,Canarias,Las Palmas,31.31,303023,31.31,17.6
44178,Las Parras de Castellote,Aragón,Teruel,36.53,51,36.53,4.4
50205,Las Pedrosas,Aragón,Zaragoza,0,84,0,42.900000000000006
16154,Las Pedroñeras,Castilla-La Mancha,Cuenca,40.4,4546,40.4,90.2
22173,Las Peñas de Riglos,Aragón,Huesca,34.04,234,34.04,12.100000000000001
09297,Las Quintanillas,Castilla y León,Burgos,45.7,321,45.7,67.10000000000001
33054,Las Regueras,Asturias,Asturias,38.08,1611,38.08,38.5
28127,Las Rozas de Madrid,Madrid,Madrid,49.88,71112,49.88,83.60000000000001
39065,Las Rozas de Valdearroyo,Cantabria,Cantabria,38.96,231,38.96,93.50000000000001
30038,Las Torres de Cotillas,Murcia,Murcia,34.66,16732,34.66,31.900000000000002
04901,Las Tres Villas,Andalucía,Almería,34.2,485,34.2,96.80000000000001
16903,Las Valeras,Castilla-La Mancha,Cuenca,49.02,1011,49.02,45.1
37346,Las Veguillas,Castilla y León,Salamanca,54.04,232,54.04,44
45182,Las Ventas con Peña Aguilera,Castilla-La Mancha,Toledo,42.18,963,42.18,103.4
45183,Las Ventas de Retamosa,Castilla-La Mancha,Toledo,31.69,2817,31.69,20.900000000000002
45184,Las Ventas de San Julián,Castilla-La Mancha,Toledo,35.23,209,35.23,56.1
20902,Lasarte-Oria,País Vasco,Gipuzkoa,36.97,14786,36.97,103.4
22141,Lascellas-Ponzano,Aragón,Huesca,53.33,120,53.33,56.1
22142,Lascuarre,Aragón,Huesca,45.63,101,45.63,60.50000000000001
22143,Laspaúles,Aragón,Huesca,36,196,36,26.400000000000002
22144,Laspuña,Aragón,Huesca,40.74,239,40.74,47.300000000000004
40110,Lastras de Cuéllar,Castilla y León,Segovia,53.57,280,53.57,37.400000000000006
40111,Lastras del Pozo,Castilla y León,Segovia,59.09,44,59.09,36.300000000000004
01036,Laudio/Llodio,País Vasco,Araba/Álava,43.6,14405,43.6,4.4
04057,Láujar de Andarax,Andalucía,Almería,37.81,1304,37.81,6.6000000000000005
48053,Laukiz,País Vasco,Bizkaia,49.48,972,49.48,45.1
33032,Laviana,Asturias,Asturias,38.96,10581,38.96,24.200000000000003
15040,Laxe,Galicia,A Coruña,41.29,2548,41.29,60.50000000000001
50135,Layana,Aragón,Zaragoza,50,83,50,8.8
45083,Layos,Castilla-La Mancha,Toledo,43.61,653,43.61,40.7
32039,Laza,Galicia,Ourense,44.74,1065,44.74,44
31145,Lazagurría,Navarra,Navarra,44.51,154,44.51,88
20049,Lazkao,País Vasco,Gipuzkoa,40.4,4242,40.4,78.10000000000001
20050,Leaburu,País Vasco,Gipuzkoa,37.32,281,37.32,107.80000000000001
31146,Leache/Leatxe,Navarra,Navarra,45.45,33,45.45,61.60000000000001
41053,Lebrija,Andalucía,Sevilla,35.18,22087,35.18,4.4
50138,Lechón,Aragón,Zaragoza,48.83,43,48.83,59.400000000000006
50137,Leciñena,Aragón,Zaragoza,49.03,925,49.03,63.800000000000004
18119,Lecrín,Andalucía,Granada,39.32,1738,39.32,59.400000000000006
19159,Ledanca,Castilla-La Mancha,Guadalajara,56.97,86,56.97,84.7
16118,Ledaña,Castilla-La Mancha,Cuenca,54.71,1297,54.71,50.6
37170,Ledesma,Castilla y León,Salamanca,37.45,1260,37.45,66
26086,Ledesma de la Cogolla,La Rioja,La Rioja,100,15,100,105.60000000000001
34094,Ledigos,Castilla y León,Palencia,0,56,0,38.5
37171,Ledrada,Castilla y León,Salamanca,39.17,387,39.17,90.2
16119,Leganiel,Castilla-La Mancha,Cuenca,51.3,188,51.3,36.300000000000004
28074,Leganés,Madrid,Madrid,43.8,141447,43.8,107.80000000000001
31147,Legarda,Navarra,Navarra,55.46,117,55.46,88
31148,Legaria,Navarra,Navarra,0,96,0,2.2
20051,Legazpi,País Vasco,Gipuzkoa,38.97,6522,38.97,40.7
20052,Legorreta,País Vasco,Gipuzkoa,42.85,1026,42.85,78.10000000000001
01058,Legutio,País Vasco,Araba/Álava,36.09,1497,36.09,90.2
20068,Leintz-Gatzaga,País Vasco,Gipuzkoa,36.68,169,36.68,61.60000000000001
48054,Leioa,País Vasco,Bizkaia,39.18,25444,39.18,37.400000000000006
32040,Leiro,Galicia,Ourense,47.12,1316,47.12,44
31149,Leitza,Navarra,Navarra,37.33,2270,37.33,8.8
26087,Leiva,La Rioja,La Rioja,48.63,181,48.63,41.800000000000004
48057,Lekeitio,País Vasco,Bizkaia,50.8,5730,50.8,45.1
31908,Lekunberri,Navarra,Navarra,39.83,1203,39.83,11
48055,Lemoa,País Vasco,Bizkaia,41.45,2589,41.45,74.80000000000001
48056,Lemoiz,País Vasco,Bizkaia,45.16,1048,45.16,13.200000000000001
33033,Lena,Asturias,Asturias,35.89,8866,35.89,85.80000000000001
18120,Lentegí,Andalucía,Granada,45.05,269,45.05,2.2
31150,Leoz/Leotz,Navarra,Navarra,47.15,193,47.15,56.1
21044,Lepe,Andalucía,Huelva,26.09,18926,26.09,53.900000000000006
31151,Lerga,Navarra,Navarra,62.5,48,62.5,100.10000000000001
09194,Lerma,Castilla y León,Burgos,40.77,1942,40.77,89.10000000000001
31152,Lerín,Navarra,Navarra,34.44,1197,34.44,11
25121,Les,Cataluña,Lleida,26.8,689,26.8,31.900000000000002
12901,Les Alqueries/Alquerías del Niño Perdido,Comunidad Valenciana,Castellón/Castelló,46.1,3412,46.1,70.4
25037,Les Avellanes i Santa Linya,Cataluña,Lleida,31.8,347,31.8,33
25058,Les Borges Blanques,Cataluña,Lleida,27.51,4367,27.51,60.50000000000001
43031,Les Borges del Camp,Cataluña,Tarragona,33.89,1585,33.89,77
08027,Les Cabanyes,Cataluña,Barcelona,37.9,780,37.9,108.9
12050,Les Coves de Vinromà,Comunidad Valenciana,Castellón/Castelló,43.38,1188,43.38,63.800000000000004
08086,Les Franqueses del Vallès,Cataluña,Barcelona,29.24,14670,29.24,80.30000000000001
17096,Les Llosses,Cataluña,Girona,24.35,155,24.35,99.00000000000001
08116,Les Masies de Roda,Cataluña,Barcelona,32.38,564,32.38,2.2
08117,Les Masies de Voltregà,Cataluña,Barcelona,27.75,2595,27.75,18.700000000000003
25152,Les Oluges,Cataluña,Lleida,41.84,141,41.84,84.7
43105,Les Piles,Cataluña,Tarragona,0,159,0,101.2
17133,Les Planes d'Hostoles,Cataluña,Girona,34.76,1320,34.76,37.400000000000006
17139,Les Preses,Cataluña,Girona,31.47,1487,31.47,92.4
25906,Les Valls d'Aguilar,Cataluña,Lleida,27.8,213,27.8,52.800000000000004
25239,Les Valls de Valira,Cataluña,Lleida,18.1,597,18.1,1.1
31153,Lesaka,Navarra,Navarra,37.13,2168,37.13,51.7
02042,Letur,Castilla-La Mancha,Albacete,38.5,812,38.5,36.300000000000004
50139,Letux,Aragón,Zaragoza,49.83,308,49.83,93.50000000000001
01034,Leza,País Vasco,Araba/Álava,46.15,153,46.15,4.4
26088,Leza de Río Leza,La Rioja,La Rioja,46.34,41,46.34,64.9
48081,Lezama,País Vasco,Bizkaia,49.63,1927,49.63,100.10000000000001
31154,Lezaun,Navarra,Navarra,30.18,212,30.18,30.800000000000004
20053,Lezo,País Vasco,Gipuzkoa,36.63,4788,36.63,103.4
02043,Lezuza,Castilla-La Mancha,Albacete,42.51,1135,42.51,100.10000000000001
24089,León,Castilla y León,León,42.11,98508,42.11,4.4
30023,Librilla,Murcia,Murcia,34.59,4128,34.59,66
44135,Libros,Aragón,Teruel,54.63,97,54.63,72.60000000000001
42105,Liceras,Castilla y León,Soria,82.22,45,82.22,2.2
44136,Lidón,Aragón,Teruel,63.46,52,63.46,108.9
39036,Liendo,Cantabria,Cantabria,47.78,1011,47.78,16.5
45084,Lillo,Castilla-La Mancha,Toledo,38.93,2007,38.93,26.400000000000002
39038,Limpias,Cantabria,Cantabria,38.99,1594,38.99,60.50000000000001
23055,Linares,Andalucía,Jaén,34.16,44825,34.16,12.100000000000001
44137,Linares de Mora,Aragón,Teruel,51.19,167,51.19,108.9
37172,Linares de Riofrío,Castilla y León,Salamanca,33.73,827,33.73,31.900000000000002
21045,Linares de la Sierra,Andalucía,Huelva,30.73,230,30.73,110.00000000000001
25122,Linyola,Cataluña,Lleida,27.51,1901,27.51,60.50000000000001
50140,Litago,Aragón,Zaragoza,47.48,179,47.48,2.2
50141,Lituénigo,Aragón,Zaragoza,50,110,50,6.6000000000000005
20054,Lizartza,País Vasco,Gipuzkoa,39.25,481,39.25,31.900000000000002
31156,Lizoáin-Arriasgoiti,Navarra,Navarra,0,236,0,41.800000000000004
31155,Liédena,Navarra,Navarra,47.4,263,47.4,16.5
39037,Liérganes,Cantabria,Cantabria,45.53,1983,45.53,29.700000000000003
02044,Liétor,Castilla-La Mancha,Albacete,35.95,965,35.95,51.7
25123,Lladorre,Cataluña,Lleida,23.14,214,23.14,38.5
25124,Lladurs,Cataluña,Lleida,0,154,0,39.6
17088,Lladó,Cataluña,Girona,36.07,603,36.07,91.30000000000001
17089,Llagostera,Cataluña,Girona,26.8,6350,26.8,1.1
24092,Llamas de la Ribera,Castilla y León,León,49.14,702,49.14,7.700000000000001
17090,Llambilles,Cataluña,Girona,0,573,0,50.6
17091,Llanars,Cataluña,Girona,34.9,401,34.9,83.60000000000001
33035,Llanera,Asturias,Asturias,40.15,11435,40.15,56.1
46154,Llanera de Ranes,Comunidad Valenciana,Valencia/València,43.13,807,43.13,101.2
33036,Llanes,Asturias,Asturias,40.83,11245,40.83,71.5
09195,Llano de Bureba,Castilla y León,Burgos,0,47,0,53.900000000000006
47079,Llano de Olmedo,Castilla y León,Valladolid,55.1,49,55.1,102.30000000000001
13904,Llanos del Caudillo,Castilla-La Mancha,Ciudad Real,0,454,0,74.80000000000001
17092,Llançà,Cataluña,Girona,31.03,3652,31.03,89.10000000000001
25125,Llardecans,Cataluña,Lleida,36.21,359,36.21,9.9
46155,Llaurí,Comunidad Valenciana,Valencia/València,50.64,1000,50.64,27.500000000000004
25126,Llavorsí,Cataluña,Lleida,41.66,272,41.66,57.2
44141,Lledó,Aragón,Teruel,46.42,110,46.42,11
25120,Lleida,Cataluña,Lleida,30.18,93424,30.18,23.1
06073,Llera,Extremadura,Badajoz,31.76,680,31.76,48.400000000000006
06074,Llerena,Extremadura,Badajoz,40.22,4642,40.22,16.5
17093,Llers,Cataluña,Girona,33.26,946,33.26,26.400000000000002
25127,Lles de Cerdanya,Cataluña,Lleida,29.62,242,29.62,45.1
25128,Llimiana,Cataluña,Lleida,23.42,111,23.42,39.6
08106,Llinars del Vallès,Cataluña,Barcelona,33.77,8117,33.77,31.900000000000002
08107,Lliçà d'Amunt,Cataluña,Barcelona,29.41,12938,29.41,78.10000000000001
08108,Lliçà de Vall,Cataluña,Barcelona,34.41,5431,34.41,88
25129,Llobera,Cataluña,Lleida,28.49,179,28.49,86.9
46151,Llocnou d'En Fenollet,Comunidad Valenciana,Valencia/València,46.01,727,46.01,106.7
46153,Llocnou de Sant Jeroni,Comunidad Valenciana,Valencia/València,51.76,480,51.76,66
46152,Llocnou de la Corona,Comunidad Valenciana,Valencia/València,53.76,93,53.76,69.30000000000001
46156,Llombai,Comunidad Valenciana,Valencia/València,51.05,2109,51.05,63.800000000000004
43073,Llorac,Cataluña,Tarragona,44.44,81,44.44,46.2
43074,Llorenç del Penedès,Cataluña,Tarragona,34.04,1906,34.04,60.50000000000001
17095,Lloret de Mar,Cataluña,Girona,24.86,20880,24.86,73.7
07028,Lloret de Vistalegre,Baleares,Illes Balears,37.5,1050,37.5,26.400000000000002
07029,Lloseta,Baleares,Illes Balears,34.47,4606,34.47,104.50000000000001
07030,Llubí,Baleares,Illes Balears,35.99,1724,35.99,45.1
12072,Llucena/Lucena del Cid,Comunidad Valenciana,Castellón/Castelló,53.89,1107,53.89,23.1
07031,Llucmajor,Baleares,Illes Balears,30.58,26365,30.58,101.2
46150,Llutxent,Comunidad Valenciana,Valencia/València,43.83,1783,43.83,75.9
08109,Lluçà,Cataluña,Barcelona,39.11,223,39.11,53.900000000000006
03085,Llíber,Comunidad Valenciana,Alicante/Alacant,44.27,305,44.27,40.7
46147,Llíria,Comunidad Valenciana,Valencia/València,39.34,18312,39.34,106.7
17094,Llívia,Cataluña,Girona,24.67,1134,24.67,26.400000000000002
22149,Loarre,Aragón,Huesca,45.75,329,45.75,40.7
32041,Lobeira,Galicia,Ourense,41.93,674,41.93,73.7
50142,Lobera de Onsella,Aragón,Zaragoza,46.15,26,46.15,66
32042,Lobios,Galicia,Ourense,39.64,1554,39.64,77
18121,Lobras,Andalucía,Granada,28.69,114,28.69,30.800000000000004
06072,Lobón,Extremadura,Badajoz,36.89,2207,36.89,77
31157,Lodosa,Navarra,Navarra,37.1,3371,37.1,12.100000000000001
28075,Loeches,Madrid,Madrid,40.15,6533,40.15,52.800000000000004
10109,Logrosán,Extremadura,Cáceres,31.89,1618,31.89,78.10000000000001
26089,Logroño,La Rioja,La Rioja,38.7,111378,38.7,49.50000000000001
48903,Loiu,País Vasco,Bizkaia,46.55,1837,46.55,51.7
18122,Loja,Andalucía,Granada,33.53,15935,33.53,104.50000000000001
34903,Loma de Ucieza,Castilla y León,Palencia,53.63,179,53.63,105.60000000000001
34096,Lomas,Castilla y León,Palencia,42.5,40,42.5,41.800000000000004
45085,Lominchar,Castilla-La Mancha,Toledo,0,1727,0,56.1
47078,Lomoviejo,Castilla y León,Valladolid,57.04,147,57.04,60.50000000000001
50143,Longares,Aragón,Zaragoza,45.67,525,45.67,66
50144,Longás,Aragón,Zaragoza,50,44,50,68.2
23056,Lopera,Andalucía,Jaén,36.77,2982,36.77,33
22150,Loporzano,Aragón,Huesca,0,496,0,37.400000000000006
41054,Lora de Estepa,Andalucía,Sevilla,51.14,738,51.14,39.6
41055,Lora del Río,Andalucía,Sevilla,32.78,14667,32.78,62.7
19160,Loranca de Tajuña,Castilla-La Mancha,Guadalajara,29.12,1154,29.12,6.6000000000000005
30024,Lorca,Murcia,Murcia,35.69,61672,35.69,47.300000000000004
03084,Lorcha/L'Orxa,Comunidad Valenciana,Alicante/Alacant,58.43,470,58.43,110.00000000000001
46148,Loriguilla,Comunidad Valenciana,Valencia/València,0,1598,0,85.80000000000001
30025,Lorquí,Murcia,Murcia,41.15,5267,41.15,5.5
30902,Los Alcázares,Murcia,Murcia,33.74,9773,33.74,106.7
09014,Los Altos,Castilla y León,Burgos,42.45,178,42.45,42.900000000000006
31029,Los Arcos,Navarra,Navarra,40.24,891,40.24,27.500000000000004
09030,Los Ausines,Castilla y León,Burgos,47.24,127,47.24,92.4
09034,Los Balbases,Castilla y León,Burgos,54.33,264,54.33,31.900000000000002
11008,Los Barrios,Andalucía,Cádiz,29.18,18789,29.18,15.400000000000002
09043,Los Barrios de Bureba,Castilla y León,Burgos,48.57,175,48.57,60.50000000000001
24012,Los Barrios de Luna,Castilla y León,León,44.12,281,44.12,52.800000000000004
14011,Los Blázquez,Andalucía,Córdoba,39.89,562,39.89,66
45048,Los Cerralbos,Castilla-La Mancha,Toledo,48.38,366,48.38,108.9
41037,Los Corrales,Andalucía,Sevilla,31.48,3185,31.48,67.10000000000001
39025,Los Corrales de Buelna,Cantabria,Cantabria,46.85,8652,46.85,90.2
13036,Los Cortijos,Castilla-La Mancha,Ciudad Real,42.97,734,42.97,22
50106,Los Fayos,Aragón,Zaragoza,54.54,119,54.54,74.80000000000001
04048,Los Gallardos,Andalucía,Almería,33.96,1542,33.96,90.2
18906,Los Guájares,Andalucía,Granada,42.79,915,42.79,82.5
16100,Los Hinojosos,Castilla-La Mancha,Cuenca,52.62,605,52.62,14.3
40103,Los Huertos,Castilla y León,Segovia,45.58,136,45.58,46.2
38024,Los Llanos de Aridane,Canarias,Santa Cruz de Tenerife,29.21,15363,29.21,71.5
05113,Los Llanos de Tormes,Castilla y León,Ávila,50,58,50,81.4
21048,Los Marines,Andalucía,Huelva,35.77,341,35.77,58.300000000000004
41063,Los Molares,Andalucía,Sevilla,31.3,2884,31.3,81.4
28087,Los Molinos,Madrid,Madrid,48.67,3641,48.67,28.6
03903,Los Montesinos,Comunidad Valenciana,Alicante/Alacant,38.75,2776,38.75,79.2
45112,Los Navalmorales,Castilla-La Mancha,Toledo,32.92,1793,32.92,57.2
45113,Los Navalucillos,Castilla-La Mancha,Toledo,41.41,1621,41.41,73.7
44173,Los Olmos,Aragón,Teruel,0,93,0,30.800000000000004
41069,Los Palacios y Villafranca,Andalucía,Sevilla,30.48,30538,30.48,3.3000000000000003
50210,Los Pintanos,Aragón,Zaragoza,40.54,36,40.54,4.4
13067,Los Pozuelos de Calatrava,Castilla-La Mancha,Ciudad Real,47.43,311,47.43,62.7
38031,Los Realejos,Canarias,Santa Cruz de Tenerife,37.15,30214,37.15,83.60000000000001
42149,Los Rábanos,Castilla y León,Soria,46.95,405,46.95,11
37300,Los Santos,Castilla y León,Salamanca,38.31,509,38.31,58.300000000000004
06122,Los Santos de Maimona,Extremadura,Badajoz,31.12,6545,31.12,62.7
28137,Los Santos de la Humosa,Madrid,Madrid,40.96,1907,40.96,52.800000000000004
38042,Los Silos,Canarias,Santa Cruz de Tenerife,31.07,3711,31.07,97.9
39086,Los Tojos,Cantabria,Cantabria,44.8,335,44.8,49.50000000000001
16906,Los Valdecolmenas,Castilla-La Mancha,Cuenca,38.57,70,38.57,7.700000000000001
23099,Los Villares,Andalucía,Jaén,38.6,4930,38.6,34.1
42211,Los Villares de Soria,Castilla y León,Soria,0,70,0,36.300000000000004
45200,Los Yébenes,Castilla-La Mancha,Toledo,41.29,4334,41.29,74.80000000000001
46149,Losa del Obispo,Comunidad Valenciana,Valencia/València,57.18,367,57.18,45.1
49098,Losacino,Castilla y León,Zamora,44.06,177,44.06,94.60000000000001
49099,Losacio,Castilla y León,Zamora,51.24,80,51.24,23.1
10110,Losar de la Vera,Extremadura,Cáceres,37.62,2252,37.62,12.100000000000001
22151,Loscorrales,Aragón,Huesca,44.04,84,44.04,56.1
44138,Loscos,Aragón,Teruel,52.94,100,52.94,4.4
27027,Lourenzá,Galicia,Lugo,43.04,1697,43.04,48.400000000000006
15042,Lousame,Galicia,A Coruña,39.4,2737,39.4,27.500000000000004
28076,Lozoya,Madrid,Madrid,53.5,471,53.5,40.7
28901,Lozoyuela-Navas-Sieteiglesias,Madrid,Madrid,45.82,1005,45.82,11
49100,Lubián,Castilla y León,Zamora,47.47,256,47.47,101.2
04059,Lubrín,Andalucía,Almería,40.67,928,40.67,2.2
04060,Lucainena de las Torres,Andalucía,Almería,41.1,497,41.1,26.400000000000002
14038,Lucena,Andalucía,Córdoba,34.67,33205,34.67,1.1
50146,Lucena de Jalón,Aragón,Zaragoza,52.87,174,52.87,70.4
21046,Lucena del Puerto,Andalucía,Huelva,33.09,1680,33.09,102.30000000000001
50147,Luceni,Aragón,Zaragoza,38.73,757,38.73,97.9
13051,Luciana,Castilla-La Mancha,Ciudad Real,45.14,318,45.14,45.1
24090,Lucillo,Castilla y León,León,40.06,319,40.06,39.6
45086,Lucillos,Castilla-La Mancha,Toledo,36.8,514,36.8,16.5
12073,Ludiente,Comunidad Valenciana,Castellón/Castelló,52.81,137,52.81,14.3
49101,Luelmo,Castilla y León,Zamora,44.11,136,44.11,67.10000000000001
39039,Luena,Cantabria,Cantabria,38.63,539,38.63,45.1
50148,Luesia,Aragón,Zaragoza,41.35,295,41.35,66
50149,Luesma,Aragón,Zaragoza,66.66,39,66.66,70.4
27028,Lugo,Galicia,Lugo,37.68,77624,37.68,97.9
18123,Lugros,Andalucía,Granada,47.79,272,47.79,97.9
31159,Lumbier,Navarra,Navarra,44.26,1094,44.26,84.7
37173,Lumbrales,Castilla y León,Salamanca,39.4,1312,39.4,42.900000000000006
26091,Lumbreras,La Rioja,La Rioja,50.35,139,50.35,44
50150,Lumpiaque,Aragón,Zaragoza,31.52,631,31.52,25.3
50151,Luna,Aragón,Zaragoza,46.89,588,46.89,24.200000000000003
19161,Lupiana,Castilla-La Mancha,Guadalajara,52.17,253,52.17,37.400000000000006
22905,Lupiñén-Ortilla,Aragón,Huesca,50,280,50,91.30000000000001
23057,Lupión,Andalucía,Jaén,52.49,682,52.49,72.60000000000001
14039,Luque,Andalucía,Córdoba,37.57,2424,37.57,108.9
31160,Luquin,Navarra,Navarra,57.94,107,57.94,50.6
24091,Luyego,Castilla y León,León,33.97,520,33.97,89.10000000000001
19162,Luzaga,Castilla-La Mancha,Guadalajara,46.03,62,46.03,1.1
31248,Luzaide/Valcarlos,Navarra,Navarra,33.98,251,33.98,28.6
19163,Luzón,Castilla-La Mancha,Guadalajara,43.13,51,43.13,59.400000000000006
18115,Láchar,Andalucía,Granada,34.94,2906,34.94,79.2
27026,Láncara,Galicia,Lugo,36.1,2133,36.1,2.2
50136,Lécera,Aragón,Zaragoza,45.54,481,45.54,46.2
04058,Líjar,Andalucía,Almería,31.48,315,31.48,106.7
31158,Lónguida/Longida,Navarra,Navarra,41.98,261,41.98,57.2
04061,Lúcar,Andalucía,Almería,32.49,629,32.49,89.10000000000001
18124,Lújar,Andalucía,Granada,43.16,324,43.16,50.6
04062,Macael,Andalucía,Almería,38.65,4342,38.65,5.5
46158,Macastre,Comunidad Valenciana,Valencia/València,0,1111,0,60.50000000000001
32043,Maceda,Galicia,Ourense,36.44,2407,36.44,14.3
37175,Machacón,Castilla y León,Salamanca,38.78,408,38.78,53.900000000000006
29066,Macharaviaya,Andalucía,Málaga,32.98,364,32.98,44
37174,Macotera,Castilla y León,Salamanca,51.42,949,51.42,24.200000000000003
28078,Madarcos,Madrid,Madrid,65.45,55,65.45,17.6
40115,Maderuelo,Castilla y León,Segovia,47.31,86,47.31,68.2
17097,Madremanya,Cataluña,Girona,40.38,197,40.38,27.500000000000004
28079,Madrid,Madrid,Madrid,45.62,2400298,45.62,73.7
49103,Madridanos,Castilla y León,Zamora,0,391,0,105.60000000000001
45087,Madridejos,Castilla-La Mancha,Toledo,36.31,7972,36.31,40.7
10111,Madrigal de la Vera,Extremadura,Cáceres,40.62,1285,40.62,41.800000000000004
05114,Madrigal de las Altas Torres,Castilla y León,Ávila,52.94,1188,52.94,23.1
09196,Madrigal del Monte,Castilla y León,Burgos,48.88,135,48.88,15.400000000000002
10112,Madrigalejo,Extremadura,Cáceres,38.12,1444,38.12,80.30000000000001
09197,Madrigalejo del Monte,Castilla y León,Burgos,42.53,131,42.53,102.30000000000001
02045,Madrigueras,Castilla-La Mancha,Albacete,46.51,3532,46.51,27.500000000000004
37176,Madroñal,Castilla y León,Salamanca,46.03,126,46.03,38.5
