OBJECTID,Identifica,X,Y,Comunidad,Provincia_isla,Municipio,nombre_completo,nombre_mun,slider_equipamiento,slider_ocupacion,filtro_accesible_sillas_ruedas,filtro_aseos,filtro_alquiler_sombrillas_hamacas,filtro_aparcamiento,filtro_chiringuito,filtro_duchas_lavapies,ficha_duchas,ficha_lavapies,filtro_socorrista,filtro_zona_infantil,ficha_papeleras,filtro_aguas_tranquilas,ficha_oleaje,filtro_baja_ocupacion,filtro_banderas_azules,filtro_nudista,ficha_nudismo,filtro_playa_piedras,filtro_playa_arena,ficha_tipo_playa,filtro_extensas_1km,ficha_longitud,ficha_anchura_max,filtro_acantilado_montana,filtro_dunas,ficha_entorno,filtro_paseo_completo,ficha_paseo,filtro_playa_aislada,ficha_urbanizacion,ficha_entorno_protegido,filtro_alquiler_nautico,filtro_club_náutico,filtro_fondo_barcos,filtro_submarinismo,filtro_surf,filtro_zona_deportiva,carretera,formas_acceso,transporte_publico,advertencia_acceso,hospital,distancia_hospital,filtro_canina,ficha_canina,cod_ine,mun_ine
1793,1823,-8.94000000007306,42.7726999988167,Galicia,A Coruña,Porto do Son,Telleira,Telleira (Porto do Son),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,s,n,Playa de rocas y arena clara,n,150 metros,3 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,22 km,n,no permitido,15071,
1794,1824,-8.93980000005654,42.7670999988542,Galicia,A Coruña,Porto do Son,Ornanda / Gaviotas / A Ornanda,Ornanda / Gaviotas / A Ornanda (Porto do Son),4.15,Alto,n,n,n,n,s,s,s,s,s,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,n,300 metros,25 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,s,n,n,n,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,20 km,n,no permitido,15071,
1795,1825,-8.94240000027158,42.7645999989248,Galicia,A Coruña,Porto do Son,Gafa,Gafa (Porto do Son),1.5,Alto,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena clara,n,80 metros,20 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,s,n,n,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,19 km,n,no permitido,15071,
1796,1826,-8.95120000010106,42.7558999990728,Galicia,A Coruña,Porto do Son,Coira,Coira (Porto do Son),7.25,Alto,n,s,n,s,s,s,s,s,s,n,s,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena clara,n,700 metros,20 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,18 km,n,no permitido,15071,
1797,1827,-8.95429999990828,42.748599998965,Galicia,A Coruña,Porto do Son,Pozo Pequeña,Pozo Pequeña (Porto do Son),1.75,Medio,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,150 metros,20 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,n,n,n,n,n,n,n,C-550,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,17 km,n,no permitido,15071,
1798,1828,-8.95619999961626,42.7461999990604,Galicia,A Coruña,Porto do Son,Pozo,Pozo (Porto do Son),2.25,Medio,n,n,n,n,s,n,n,n,n,n,n,s,Oleaje moderado,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,100 metros,30 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,17 km,n,no permitido,15071,
1799,1829,-8.96759999966081,42.74079999914,Galicia,A Coruña,Porto do Son,Aguieira,Aguieira (Porto do Son),8.90,Medio,s,s,n,s,s,s,s,s,s,n,n,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena clara,s,1.700 metros,30 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,16 km,n,no permitido,15071,
1800,1830,-8.97950000019584,42.7421999987859,Galicia,A Coruña,Porto do Son,As Vellas do Pozo,As Vellas do Pozo (Porto do Son),1.5,Alto,n,n,n,n,n,n,n,n,n,n,n,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,600 metros,20 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,16 km,n,no permitido,15071,
1801,1831,-8.9925000003727,42.7342999990662,Galicia,A Coruña,Porto do Son,Cabeiro / Caveiro,Cabeiro / Caveiro (Porto do Son),4.75,Alto,n,s,n,n,n,s,s,s,s,n,s,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de rocas y arena clara,s,1.200 metros,25 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,15 km,n,no permitido,15071,
1802,1832,-8.99360000001449,42.7319999993795,Galicia,A Coruña,Porto do Son,Herbas Pitas,Herbas Pitas (Porto do Son),3.6,Bajo,n,s,n,n,n,s,s,n,n,n,s,n,Oleaje moderado y con viento,s,n,n,no permitido,s,n,Playa de rocas y arena clara,n,200 metros,20 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,16 km,n,no permitido,15071,
1803,1833,-8.99620000022953,42.7276999989416,Galicia,A Coruña,Porto do Son,Suigrexas,Suigrexas (Porto do Son),4.1,Medio,n,n,n,s,n,s,s,n,n,n,s,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,400 metros,20 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,15 km,n,no permitido,15071,
1804,1834,-9.00019999966206,42.7265999993803,Galicia,A Coruña,Porto do Son,O Son / O Cruceiro,O Son / O Cruceiro (Porto do Son),5.25,Alto,n,n,n,s,n,s,s,s,s,n,s,n,Oleaje moderado y con viento,n,n,n,no permitido,n,s,Playa de arena clara,n,170 metros,15 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,s,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,15 km,n,no permitido,15071,
1805,1835,-9.00929999996551,42.7140999988319,Galicia,A Coruña,Porto do Son,Fonforrón,Fonforrón (Porto do Son),0.15,Alto,n,n,n,n,n,s,n,s,n,n,n,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,100 metros,7 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,C-550,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,15 km,n,no permitido,15071,
1806,1836,-9.01219999975619,42.7096999988989,Galicia,A Coruña,Porto do Son,Arnela,Arnela (Porto do Son),4.1,Medio,s,n,n,n,n,s,s,n,n,n,s,n,Oleaje moderado y con viento,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,280 metros,20 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,s,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,14 km,n,no permitido,15071,
1807,1837,-9.02820000018117,42.6904999993773,Galicia,A Coruña,Porto do Son,Area Longa / Baroña,Area Longa / Baroña (Porto do Son),1,Medio,n,n,n,n,n,n,n,n,s,n,n,s,Oleaje fuerte y con viento,n,n,s,permitido,s,n,Playa de rocas y arena clara y dorada,n,350 metros,35 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,s,n,n,C-550,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,10 km,n,no permitido,15071,
1808,1838,-8.81730000025575,42.665399999342,Galicia,A Coruña,Rianxo,A Torre,A Torre (Rianxo),8.10,Medio,s,s,n,s,n,s,s,n,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,n,930 metros,17 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,Ctra. local Taragoña - Rianxo,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,26 km,n,no permitido,15072,
1809,1839,-8.81420000044852,42.6614999991665,Galicia,A Coruña,Rianxo,O Pazo,O Pazo (Rianxo),3.6,Bajo,s,n,n,s,n,n,n,n,n,n,s,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena oscura,n,130 metros,5 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,Ctra. local Taragoña - Rianxo,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,27 km,n,no permitido,15072,
1810,1840,-8.8171000002392,42.6455999991836,Galicia,A Coruña,Rianxo,Quenxo / Paredón,Quenxo / Paredón (Rianxo),1.75,Bajo,s,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena clara,n,45 metros,9 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,s,n,n,n,n,Vía urbana,Acceso exclusivo a pie (difícil),s,,Hospital Comarcal da Barbanza,29 km,n,no permitido,15072,
1811,1841,-8.81329999992492,42.6446999989343,Galicia,A Coruña,Rianxo,Tanxil,Tanxil (Rianxo),8.85,Alto,s,s,n,s,s,s,s,n,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,n,220 metros,50 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Semiurbana,n,s,s,n,n,n,n,Vía urbana,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,29 km,n,no permitido,15072,
1812,1842,-8.80859999998536,42.6420999990114,Galicia,A Coruña,Rianxo,Tronco,Tronco (Rianxo),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de rocas y arena clara,n,80 metros,7 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,Pista asfaltada local,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,30 km,n,no permitido,15072,
1813,1843,-8.80359999957183,42.6387999990233,Galicia,A Coruña,Rianxo,Pereira Torta,Pereira Torta (Rianxo),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena dorada,n,70 metros,5 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,Pista local asfaltada,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,32 km,n,no permitido,15072,
1814,1844,-8.80080000023857,42.6384999988764,Galicia,A Coruña,Rianxo,O Porrón,O Porrón (Rianxo),2.5,Medio,n,n,n,n,n,n,n,n,s,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,350 metros,16 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,32 km,n,no permitido,15072,
1815,1845,-8.79719999994084,42.6374999987346,Galicia,A Coruña,Rianxo,As Cunchas,As Cunchas (Rianxo),8.10,Medio,s,s,n,s,s,n,n,n,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,n,130 metros,12 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,n,s,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,33 km,n,no permitido,15072,
1816,1846,-8.78679999997902,42.6407999989437,Galicia,A Coruña,Rianxo,Aceveira / Sartaxes / Abuín,Aceveira / Sartaxes / Abuín (Rianxo),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena clara,n,150 metros,5 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,35 km,n,no permitido,15072,
1817,1847,-8.74820000037984,42.6514999990941,Galicia,A Coruña,Rianxo,Tres Cruces / Trece cruces,Tres Cruces / Trece cruces (Rianxo),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena dorada,n,140 metros,5 metros,s,n,Montaña y/o acantilado,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,Ctra. local Rianxo - Padrón,Acceso exclusivo a pie (difícil),s,,Hospital Comarcal da Barbanza,26 km,n,no permitido,15072,
1818,1848,-9.06650000020468,42.5983999992775,Galicia,A Coruña,Ribeira,Espiñeirido,Espiñeirido (Ribeira),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje fuerte y con viento,s,n,s,parcial,n,s,Playa de arena dorada,n,300 metros,25 metros,n,s,Dunas,s,Paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo a pie (difícil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1819,1849,-9.07850000029884,42.5802999992747,Galicia,A Coruña,Ribeira,Valieiros / Balieiros / Portiños,Valieiros / Balieiros / Portiños (Ribeira),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje fuerte y con viento,s,n,n,no permitido,n,s,Playa de arena dorada,n,850 metros,20 metros,n,s,Dunas,n,Sin paseo marítimo,s,Aislada,s,n,n,n,s,n,n,,Acceso exclusivo a pie (difícil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1730,1850,-9.07539999959329,42.5718999989652,Galicia,A Coruña,Ribeira,El Prado / O Prado,El Prado / O Prado (Ribeira),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,n,300 metros,25 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1731,1851,-9.07120000014424,42.5741999990579,Galicia,A Coruña,Ribeira,Ribeira Grande,Ribeira Grande (Ribeira),3.35,Medio,n,n,n,s,n,n,n,n,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,15 metros,10 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso en barco y a pie (fácil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1732,1852,-9.06850000037008,42.5756999990653,Galicia,A Coruña,Ribeira,Ribeiriña,Ribeiriña (Ribeira),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,12 metros,8 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1733,1853,-9.06080000018243,42.5776999991784,Galicia,A Coruña,Ribeira,As Furnas,As Furnas (Ribeira),3.25,Bajo,n,n,n,s,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena dorada,n,300 metros,10 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1734,1854,-9.05149999986243,42.5750999991581,Galicia,A Coruña,Ribeira,A Ladeira / Las Dunas,A Ladeira / Las Dunas (Ribeira),6.85,Medio,s,n,n,s,s,n,n,n,s,n,s,s,Oleaje moderado,n,n,n,no permitido,n,s,Playa de arena clara,s,1.350 metros,25 metros,n,s,Dunas,n,Sin paseo marítimo,n,Semiurbana,s,n,n,n,s,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1735,1855,-9.03809999965248,42.5640999989325,Galicia,A Coruña,Ribeira,Vilar / O Vilar,Vilar / O Vilar (Ribeira),4.5,Bajo,s,n,n,s,n,n,n,n,s,n,n,s,Oleaje fuerte y con viento,s,n,n,no permitido,n,s,Playa de arena clara,s,2.900 metros,30 metros,n,s,Dunas,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,CP-7302 (Cruce del Vilar a Outeiro),Acceso exclusivo a pie (fácil),s,,Hospital Comarcal da Barbanza,8 km,n,no permitido,15073,
1736,1856,-9.03000000033003,42.5443999988368,Galicia,A Coruña,Ribeira,Lagoa de Vixan / Anguieiro / Anguieira,Lagoa de Vixan / Anguieiro / Anguieira (Ribeira),7.60,Alto,s,n,n,s,s,s,s,n,s,n,s,n,Oleaje fuerte,n,n,n,no permitido,n,s,Playa de arena clara,n,750 metros,40 metros,n,s,Dunas,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1737,1857,-9.04169999995021,42.5228999989414,Galicia,A Coruña,Ribeira,Area Basta,Area Basta (Ribeira),3.25,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena clara,n,125 metros,50 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1820,1858,-9.03829999966903,42.5196999991773,Galicia,A Coruña,Ribeira,Couso,Couso (Ribeira),3.25,Bajo,n,n,n,s,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena clara,n,220 metros,10 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1821,1859,-9.03060000037967,42.5205999988134,Galicia,A Coruña,Ribeira,Penisqueira,Penisqueira (Ribeira),0,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena clara,n,10 metros,15 metros,n,s,Dunas,s,Paseo marítimo,s,Aislada,s,n,n,n,n,n,n,,Acceso exclusivo a pie (difícil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1822,1860,-9.02789999970721,42.5201999989571,Galicia,A Coruña,Ribeira,Celeiráns,Celeiráns (Ribeira),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena clara,n,200 metros,20 metros,n,s,Dunas,s,Paseo marítimo,s,Aislada,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1823,1861,-9.0190000003186,42.5213999987889,Galicia,A Coruña,Ribeira,Rego das Cargas,Rego das Cargas (Ribeira),1.5,Bajo,n,n,n,n,n,n,n,n,n,n,n,s,Oleaje moderado,s,n,n,no permitido,n,s,Playa de arena clara,n,125 metros,20 metros,n,s,Dunas,s,Paseo marítimo,s,Aislada,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1824,1862,-9.01479999997122,42.5232999993882,Galicia,A Coruña,Ribeira,Tasca,Tasca (Ribeira),4,Bajo,n,n,n,s,s,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena dorada,n,400 metros,15 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1825,1863,-9.00789999984972,42.5274999987455,Galicia,A Coruña,Ribeira,O Castro / Catia / Aguiño,O Castro / Catia / Aguiño (Ribeira),6.50,Alto,n,s,n,s,n,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,s,1.250 metros,15 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,s,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1836,1864,-8.99729999987135,42.5310999989973,Galicia,A Coruña,Ribeira,Castiñeiras,Castiñeiras (Ribeira),5.00,Medio,n,n,n,s,s,s,s,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,480 metros,20 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1837,1865,-8.99099999979949,42.5348999991178,Galicia,A Coruña,Ribeira,Mosqueiros,Mosqueiros (Ribeira),5.00,Medio,n,n,n,s,s,s,s,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,330 metros,18 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1838,1866,-8.98789999999223,42.5381999990522,Galicia,A Coruña,Ribeira,A Ameixida / La Raia,A Ameixida / La Raia (Ribeira),7.25,Medio,n,s,n,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,150 metros,15 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1839,1867,-8.98409999967795,42.543699999034,Galicia,A Coruña,Ribeira,Área Secada,Área Secada (Ribeira),3.4,Medio,n,n,n,s,n,s,n,s,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,80 metros,15 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,5 km,n,no permitido,15073,
1840,1868,-8.98369999964489,42.5448999988072,Galicia,A Coruña,Ribeira,Touro,Touro (Ribeira),3.4,Medio,n,n,n,s,n,s,n,s,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,10 metros,10 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,5 km,n,no permitido,15073,
1841,1869,-8.98469999972759,42.5474999988245,Galicia,A Coruña,Ribeira,Gavoteira de Fontan,Gavoteira de Fontan (Ribeira),4.65,Medio,n,s,n,s,n,s,n,s,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,300 metros,5 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,5 km,n,no permitido,15073,
1842,1870,-8.98990000015766,42.5645999992242,Galicia,A Coruña,Ribeira,Carolinas,Carolinas (Ribeira),5.10,Medio,n,n,n,s,s,n,n,n,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,s,n,Playa de piedras,n,400 metros,10 metros,n,n,Entorno urbano,s,Paseo marítimo,n,Urbana,n,s,s,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,5 km,n,no permitido,15073,
1843,1871,-8.98039999982112,42.5685999988727,Galicia,A Coruña,Ribeira,Coroso,Coroso (Ribeira),9.00,Alto,s,s,n,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,s,1.700 metros,20 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Urbana,n,n,s,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,5 km,n,no permitido,15073,
1844,1872,-8.96839999972696,42.5696999988968,Galicia,A Coruña,Ribeira,Río Azor,Río Azor (Ribeira),9.00,Medio,s,s,n,s,s,s,s,s,s,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,140 metros,15 metros,n,n,Entorno semiurbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,n,n,n,n,"C-550, dirección A Pobra",Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,6 km,n,no permitido,15073,
1845,1873,-8.96289999972125,42.5725999993724,Galicia,A Coruña,Ribeira,Insuela,Insuela (Ribeira),3.25,Medio,n,n,n,s,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena clara,n,80 metros,10 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Semiurbana,n,n,n,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,7 km,n,no permitido,15073,
1846,1874,-8.95930000032181,42.5771999993756,Galicia,A Coruña,Ribeira,A Cambra / Casqueiro,A Cambra / Casqueiro (Ribeira),0,Medio,n,n,n,n,n,n,n,n,n,n,n,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,200 metros,8 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,,Acceso en coche y a pie (difícil),s,,Hospital Comarcal da Barbanza,7 km,n,no permitido,15073,
1847,1875,-8.95819999978169,42.5785999990395,Galicia,A Coruña,Ribeira,O Baluarte / O Casqueiro,O Baluarte / O Casqueiro (Ribeira),4.25,Medio,n,n,n,s,n,s,s,s,n,n,s,n,Aguas tranquilas,n,n,n,no permitido,n,s,Playa de arena dorada,n,90 metros,5 metros,n,n,Entorno urbano,n,Sin paseo marítimo,n,Urbana,n,n,n,n,n,n,n,C-550,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,7 km,n,no permitido,15073,
1848,1876,-8.95739999971551,42.5816999987894,Galicia,A Coruña,Ribeira,Cruces,Cruces (Ribeira),3.25,Bajo,n,n,n,s,n,n,n,n,n,n,n,n,Aguas tranquilas,s,n,n,no permitido,n,s,Playa de arena dorada,n,200 metros,5 metros,n,n,Entorno semiurbano,s,Paseo marítimo,n,Urbana,n,n,n,s,n,n,n,,Acceso en coche y a pie (fácil),s,,Hospital Comarcal da Barbanza,7 km,n,no permitido,15073,
