direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
Autopista Ap-1 Km. 129,Arrasate/Mondragón,20500,Gipuzkoa,1.829,1.989,1.739,1.839,-2.476111,43.063333,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap-2 (Mrg.dcho.) Km. 119,Fraga,22520,Huesca,1.809,1.951,1.709,1.799,0.397194,41.496861,BP AP2 FRAGA (MD),L-D: 07:00-23:00,2023-09-01 00:00
Autopista Ap-2 (Mrg.dcho.) Km. 196,Montblanc,43400,Tarragona,1.839,1.971,1.679,1.779,1.191306,41.387222,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-2 (Mrg.dcho.) Km. 221,5",Vila-Rodona,43814,Tarragona,1.844,1.974,1.684,1.774,1.414278,41.286361,GALP,L-D: 07:00-23:00,2023-09-01 06:12
"Autopista Ap-2 (Mrg.dcho.) Km. 85,5",Candasnos,22591,Huesca,1.809,1.939,1.709,1.799,0.042028,41.518139,GALP,L-D: 24H,2023-09-01 06:11
Autopista Ap-2 (Mrg.izdo.) Km. 119,Fraga,22520,Huesca,1.809,1.951,1.709,1.799,0.394750,41.497389,BP AP2 FRAGA (MI),L-D: 07:00-23:00,2023-09-01 00:00
Autopista Ap-2 (Mrg.izdo.) Km. 196,Montblanc,43400,Tarragona,1.839,1.971,1.679,1.759,1.187806,41.388056,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-2 (Mrg.izdo.) Km. 221,5",Vila-Rodona,43814,Tarragona,1.844,1.974,1.684,1.774,1.411861,41.287889,GALP,L-D: 07:00-23:00,2023-09-01 06:16
"Autopista Ap-2 (Mrg.izdo.) Km. 85,5",Candasnos,22591,Huesca,1.809,1.939,1.709,1.799,0.039361,41.518222,GALP,L-D: 24H,2023-09-01 06:11
"Autopista Ap-2 Km. 8,5",Molins De Rei,08750,Barcelona,1.849,1.989,1.659,1.759,2.025000,41.393611,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista Ap-2(Mrg.dcho.) Km. 47,7",Pina De Ebro,50750,Zaragoza,1.799,1.931,1.699,1.789,-0.395306,41.524250,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-2(Mrg.izdo.) Km. 47,7",Pina De Ebro,50750,Zaragoza,1.799,1.931,1.699,1.789,-0.397806,41.525889,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-36 (Mrg.dcho.) Km. 120,El Provencio,16670,Cuenca,1.879,1.999,1.819,1.889,-2.589000,39.412194,CEPSA,L-D: 07:00-23:00,2023-09-01 00:00
Autopista Ap-36 (Mrg.dcho.) Km. 34,Corral De Almaguer,45880,Toledo,1.809,1.941,1.715,1.795,-3.134333,39.723417,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-36 (Mrg.dcho.) Km. 84,Santa María De Los Llanos,16639,Cuenca,1.829,NA,1.769,1.849,-2.825389,39.484833,CEPSA,L-D: 24H,2023-08-31 00:00
Autopista Ap-36 (Mrg.izdo.) Km. 120,El Provencio,16670,Cuenca,1.814,1.946,1.759,1.829,-2.587889,39.413333,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-36 (Mrg.izdo.) Km. 84,Santa María De Los Llanos,16639,Cuenca,1.759,NA,1.725,1.849,-2.824472,39.485972,CEPSA,L-D: 24H,2023-09-01 00:00
"Autopista Ap-4 Km. 20,2",Los Palacios Y Villafranca,41720,Sevilla,1.814,1.954,1.724,1.814,-5.911194,37.196250,GALP,L-D: 24H,2023-08-31 19:33
"Autopista Ap-46 Km. 3,300",Antequera,29200,Málaga,1.819,1.979,1.739,1.839,-4.440444,36.918083,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista Ap-46 Km. 3,300",Antequera,29200,Málaga,1.819,1.979,1.739,1.839,-4.439028,36.916917,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista Ap-6 (Mrg.izdo.) Km. 42,3",Collado Villalba,28400,Madrid,1.814,1.946,1.715,1.809,-4.039111,40.642583,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-6 Km. 42,3",San Lorenzo De El Escorial,28200,Madrid,1.814,1.946,1.715,1.809,-4.038167,40.643667,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-6 Km. 80,Villacastín,40150,Segovia,1.809,1.951,1.699,1.789,-4.398750,40.770722,BP AP6 VILLACASTIN SUR,L-D: 24H,2023-09-01 00:00
Autopista Ap-6 Km. 80,Villacastín,40150,Segovia,1.809,1.951,1.699,1.789,-4.397611,40.771972,BP AP6 VILLACASTIN NORTE,L-D: 24H,2023-09-01 00:00
"Autopista Ap-68 Km. 176,9",Calahorra,26500,Rioja (La),1.809,1.969,1.699,1.799,-1.971111,42.292028,PETRONOR,L-D: 07:00-23:00,2023-09-01 00:00
"Autopista Ap-68 Km. 176,9",Calahorra,26500,Rioja (La),1.809,1.959,1.699,1.789,-1.969667,42.292583,PETRONOR,L-D: 07:00-23:00,2023-09-01 00:00
Autopista Ap-68 Km. 254,Gallur,50650,Zaragoza,1.779,1.939,1.699,1.799,-1.320000,41.834472,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
Autopista Ap-68 Km. 254,Gallur,50650,Zaragoza,1.779,1.939,1.699,1.799,-1.319722,41.832972,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
Autopista Ap-68 Km. 6,Ugao-Miraballes,48490,Bizkaia,1.819,1.979,1.729,1.829,-2.894444,43.189750,PETRONOR,L-D: 24H,2023-09-01 00:00
"Autopista Ap-7 (Mrg. Izdo.) Km. 479,5",Sagunto/Sagunt,46500,Valencia / València,1.889,1.999,1.749,1.849,-0.301389,39.651444,ENI,L-D: 24H,2023-08-30 10:00
Autopista Ap-7 (Mrg.dcho) Km. 404,Cabanes,12180,Castellón / Castelló,1.889,1.999,1.749,1.849,0.138722,40.131806,ENI,L-D: 24H,2023-08-30 10:00
Autopista Ap-7 (Mrg.dcho) Km. 445,Borriana/Burriana,12530,Castellón / Castelló,1.889,2.009,1.749,1.839,-0.123889,39.863833,GALP,L-D: 24H,2023-08-31 19:33
Autopista Ap-7 (Mrg.dcho.) Km. 151,Cerdanyola Del Vallès,08290,Barcelona,1.839,1.981,1.709,1.799,2.099000,41.492944,BP AP7 BELLATERRA (MD),L-D: 24H,2023-09-01 00:00
Autopista Ap-7 (Mrg.dcho.) Km. 283,Vandellòs I L'hospitalet De L'infant,43890,Tarragona,1.879,1.999,1.739,1.839,0.893722,40.985694,ENI,L-D: 24H,2023-08-31 10:00
Autopista Ap-7 (Mrg.dcho.) Km. 317,L'aldea,43896,Tarragona,1.879,1.999,1.739,1.839,0.626222,40.765028,ENI,L-D: 24H,2023-08-31 10:00
"Autopista Ap-7 (Mrg.dcho.) Km. 479,5",Sagunto/Sagunt,46500,Valencia / València,1.889,1.999,1.749,1.849,-0.302250,39.649528,ENI,L-D: 24H,2023-08-30 10:00
Autopista Ap-7 (Mrg.dcho.) Km. 570,Xeraco,46770,Valencia / València,1.919,2.061,1.739,1.829,-0.228139,39.040833,BP AP7 LA SAFOR ALICANTE,L-D: 24H,2023-09-01 00:00
"Autopista Ap-7 (Mrg.dcho.) Km. 613,2",Pedreguer,03750,Alicante,1.929,2.069,1.739,1.829,0.063417,38.789861,GALP,L-D: 24H,2023-08-31 19:34
"Autopista Ap-7 (Mrg.dcho.) Km. 655,4",Villajoyosa/La Vila Joiosa,03570,Alicante,1.849,NA,1.719,1.799,-0.202250,38.535972,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-7 (Mrg.izdo) Km. 404,Cabanes,12180,Castellón / Castelló,1.889,1.999,1.749,1.849,0.141111,40.133250,ENI,L-D: 24H,2023-08-30 10:00
Autopista Ap-7 (Mrg.izdo) Km. 445,Borriana/Burriana,12530,Castellón / Castelló,1.889,2.009,1.749,1.839,-0.121361,39.866139,GALP,L-D: 24H,2023-08-31 19:34
Autopista Ap-7 (Mrg.izdo.) Km. 151,Cerdanyola Del Vallès,08290,Barcelona,1.839,1.981,1.709,1.799,2.102083,41.492306,BP AP7 BELLATERRA (MI),L-D: 24H,2023-09-01 00:00
Autopista Ap-7 (Mrg.izdo.) Km. 283,Vandellòs I L'hospitalet De L'infant,43890,Tarragona,1.879,1.999,1.739,1.839,0.897139,40.985472,ENI,L-D: 24H,2023-08-31 10:00
Autopista Ap-7 (Mrg.izdo.) Km. 317,L'aldea,43896,Tarragona,1.879,1.999,1.739,1.839,0.628861,40.764778,ENI,L-D: 24H,2023-08-31 10:00
Autopista Ap-7 (Mrg.izdo.) Km. 35,Garrigàs,17476,Girona,1.859,1.991,1.699,1.789,2.931806,42.173833,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-7 (Mrg.izdo.) Km. 358,2",Benicarló,12580,Castellón / Castelló,1.849,NA,1.719,1.799,0.406500,40.458167,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-7 (Mrg.izdo.) Km. 570,Xeraco,46770,Valencia / València,1.919,2.061,1.739,1.829,-0.226417,39.039056,BP AP7 LA SAFOR VALENCIA,L-D: 24H,2023-09-01 00:00
"Autopista Ap-7 (Mrg.izdo.) Km. 613,2",Pedreguer,03750,Alicante,1.929,2.069,1.739,1.829,0.062750,38.792028,GALP,L-D: 24H,2023-08-31 19:34
"Autopista Ap-7 (Mrg.izdo.) Km. 655,4",Villajoyosa/La Vila Joiosa,03570,Alicante,1.849,NA,1.719,1.799,-0.207083,38.534694,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-7 Km 165,5 Km. 165,5",Castellbisbal,08755,Barcelona,1.849,1.989,1.669,1.759,1.978000,41.468167,GALP,L-D: 24H,2023-08-31 19:33
Autopista Ap-7 Km. 117,Llinars Del Vallès,08450,Barcelona,1.864,1.994,1.704,1.794,2.425667,41.646806,GALP,L-D: 24H,2023-09-01 06:10
Autopista Ap-7 Km. 144,Santa Perpètua De Mogoda,08130,Barcelona,1.859,1.991,1.709,1.789,2.168083,41.526139,CEPSA,L-D: 24H,2023-09-01 00:00
"Autopista Ap-7 Km. 165,5",Castellbisbal,08755,Barcelona,1.859,1.991,1.699,1.789,1.978722,41.464861,CEPSA,L-D: 24H,2023-09-01 06:00
Autopista Ap-7 Km. 187,Marbella,29600,Málaga,1.849,2.009,1.739,1.839,-4.830889,36.517694,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap-7 Km. 35,Garrigàs,17476,Girona,1.839,1.999,1.689,1.789,2.930083,42.173417,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap-7 Km. 478,Sagunto/Sagunt,46500,Valencia / València,NA,NA,NA,NA,-0.301806,39.648944,HAM,L-D: 24H,2023-08-29 11:15
"Autopista Ap-7 Km. 613,2",Pedreguer,03750,Alicante,NA,NA,NA,NA,0.063139,38.792056,HAM,L-D: 24H,2023-08-29 11:15
Autopista Ap-7 Km. 7,La Jonquera,17700,Girona,1.829,1.989,1.689,1.789,2.872250,42.405278,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap-7 Km. 848,Mazarrón,30870,Murcia,1.749,1.879,1.659,1.749,-1.366028,37.592722,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap-7 Km. 86,Maçanet De La Selva,17412,Girona,1.859,1.991,1.699,1.789,2.738889,41.774389,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-71 (Mrg.dcho.) Km. 6,8",Valverde De La Virgen,24391,León,1.754,1.886,1.675,1.765,-5.725139,42.541833,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-71 (Mrg.izdo.) Km. 6,8",Valverde De La Virgen,24391,León,1.749,1.881,1.659,1.765,-5.724889,42.540639,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-7b (Mrg.dcho.) Km. 138,5",Manilva,29691,Málaga,1.839,NA,1.739,1.835,-5.265833,36.333000,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-7b (Mrg.izdo.) Km. 138,5",Manilva,29691,Málaga,1.839,1.971,1.739,1.835,-5.267472,36.332611,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-8 (Mrg.dcho.) Km. 27,1",Usurbil,20170,Gipuzkoa,1.829,NA,1.725,1.825,-2.031889,43.286611,CEPSA,L-D: 06:00-22:00,2023-09-01 00:00
"Autopista Ap-8 (Mrg.dcho.) Km. 8,3",Oiartzun,20180,Gipuzkoa,1.905,1.979,1.735,1.835,-1.844528,43.317611,CEPSA,L-D: 24H,2023-09-01 05:00
"Autopista Ap-8 (Mrg.izdo.) Km. 27,1",Usurbil,20170,Gipuzkoa,1.829,1.961,1.725,1.825,-2.029083,43.284833,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Ap-8 (Mrg.izdo.) Km. 8,3",Oiartzun,20180,Gipuzkoa,1.905,1.979,1.735,1.835,-1.852222,43.316611,CEPSA,L-D: 24H,2023-09-01 05:00
Autopista Ap-8 Km. 22,Hernani,20120,Gipuzkoa,1.829,1.989,1.739,1.839,-1.982444,43.279778,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap-8 Km. 22,Hernani,20120,Gipuzkoa,1.829,1.989,1.739,1.839,-1.984250,43.278472,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista Ap-9 Km. 15,5",Miño,15630,Coruña (A),1.799,1.919,1.709,1.799,-8.187972,43.373222,BP,L-D: 24H,2023-08-31 23:00
Autopista Ap-9 Km. 6,Culleredo,15670,Coruña (A),1.795,1.915,1.719,1.779,-8.365167,43.311944,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap7 Km. 208,L'arboç,43720,Tarragona,1.845,2.005,1.679,1.779,1.593528,41.288972,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Ap7 Pk44 Km. 44,Borriana/Burriana,12530,Castellón / Castelló,NA,NA,NA,NA,-0.121028,39.865861,HAM,L-D: 24H,2023-08-29 11:15
Autopista As -2 Km. 22,Gijón,33211,Asturias,1.649,1.869,1.590,1.640,-5.691167,43.511556,ALCAMPO,L-D: 24H,2023-08-31 11:31
"Autopista As-Ii Km. 9,8",Llanera,33192,Asturias,1.859,1.949,1.749,1.839,-5.813417,43.442722,REPSOL,L-D: 07:00-23:00,2023-08-31 11:16
Autopista Autopista A-68 Km. 246,Utebo,50180,Zaragoza,1.769,1.929,1.679,1.739,-0.961806,41.678639,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
Autopista Autopista A-7 Km. 1156,Reus,43204,Tarragona,1.839,2.001,1.679,1.775,1.180417,41.130028,CEPSA,L-D: 24H,2023-08-31 00:01
"Autopista Autopista Ap-41 Km. 31,780",Numancia De La Sagra,45230,Toledo,1.739,1.849,1.649,1.649,-3.865444,40.057667,REPSOL,L-D: 06:30-22:30,2023-09-01 00:00
"Autopista Autopista C-32 (Pau Casal) Km. 16,75",Cubelles,08880,Barcelona,1.859,2.019,1.699,1.799,1.675722,41.222472,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista Autopista Del Sur Km. 64,9",San Miguel De Abona,38620,Santa Cruz De Tenerife,1.259,1.389,1.239,1.349,-16.636556,28.052333,BP OROTIANDA,L-D: 24H,2023-09-01 00:00
"Autopista Autopista Del Sur, Pf 70,5 Marg. Izq. Km. 70,5",Arona,38627,Santa Cruz De Tenerife,1.239,1.369,1.219,1.344,-16.690917,28.058500,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista Autopista Pau Casals Km. 15,75",Cubelles,08880,Barcelona,1.859,2.019,1.699,1.799,1.676139,41.220194,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Autopista Sevilla-Huelva Km. 28,Carrión De Los Céspedes,41820,Sevilla,1.839,1.981,1.739,1.829,-6.323778,37.358194,BP A-49 PILAS,L-D: 24H,2023-09-01 00:00
"Autopista Autopista Tenerife Sur Km. 44,2",Arico,38260,Santa Cruz De Tenerife,1.244,1.349,1.223,NA,-16.464806,28.130806,PCAN,L-D: 24H,2023-08-30 13:19
Autopista Autopoista Gc-1 Km. 8,Telde,35201,Palmas (Las),1.195,NA,1.169,NA,-15.388611,28.014444,DISA LA PARDILLA,L-S: 06:00-22:00; D: 08:00-20:00,2023-09-01 07:00
"Autopista C- 33 Km. 82,5",Montcada I Reixac,08110,Barcelona,1.849,2.009,1.689,1.789,2.191417,41.495222,REPSOL,L-D: 24H,2023-09-01 00:00
"Autopista C-58 Km. 17,2",Terrassa,08220,Barcelona,1.729,NA,1.599,1.699,2.050500,41.541917,PETROCAT DIRECTE,L-D: 24H,2023-09-01 00:00
"Autopista C-58 Km. 17,2",Terrassa,08220,Barcelona,1.729,NA,1.599,1.699,2.050611,41.543139,PETROCAT DIRECTE,L-D: 24H,2023-09-01 00:00
Autopista C32 Km. 89,Teià,08329,Barcelona,1.869,1.989,1.669,1.769,2.333917,41.493028,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
Autopista Gc-1 Km. 21,Agüimes,35260,Palmas (Las),1.295,1.415,1.269,1.379,-15.404722,27.899167,DISA AUTOPISTA KM 21,L-D: 24H,2023-08-30 14:59
"Autopista Gc-1 Km. 24,350",Agüimes,35118,Palmas (Las),1.215,1.325,1.199,1.299,-15.416167,27.872778,DISA AUT.ARINAGA,L-D: 06:00-22:00,2023-08-30 14:59
Autopista M-50 Km. 34,Madrid,28051,Madrid,1.799,1.959,1.709,1.809,-3.588028,40.343944,REPSOL,L-D: 24H,2023-09-01 00:00
Autopista Norte Tf-5 Km. 16,Tacoronte,38350,Santa Cruz De Tenerife,1.274,1.394,1.249,1.364,-16.383000,28.487389,CEPSA EL PEÑON,L-D: 24H,2023-09-01 00:00
"Autopista R-4 (Mrg.dcho.) Km. 19,7",Seseña,45223,Toledo,1.849,1.981,1.759,1.825,-3.678417,40.129250,CEPSA,L-D: 24H,2023-08-30 02:24
"Autopista R-4 (Mrg.izdo.) Km. 19,7",Seseña,45223,Toledo,1.879,1.991,1.779,1.845,-3.677333,40.126833,CEPSA,L-D: 24H,2023-09-01 00:00
"Autopista Tf-1 Km 65,5",Arona,38627,Santa Cruz De Tenerife,1.249,1.389,1.229,1.329,-16.645528,28.052556,SHELL ARONA,L-D: 06:00-22:00,2023-08-31 15:21
"Autopista Tf-21 Km. 3,5",Santa Cruz De Tenerife,38108,Santa Cruz De Tenerife,1.209,1.324,1.219,1.384,-16.282167,28.436528,CEPSA,L-D: 24H,2023-09-01 06:00
"Autopista Tf-5 Km. 22,5",El Sauzal,38360,Santa Cruz De Tenerife,1.264,1.396,1.238,1.348,-16.438639,28.464444,DISA LAS BANDERAS,L-D: 06:00-22:00,2023-08-30 14:59
Autopista V31 Km. 253,Catarroja,46470,Valencia / València,1.809,1.969,1.679,1.779,-0.389861,39.397083,BP VILLANUEVA,L-D: 24H,2023-08-31 10:30
"Autopista Via De Servicio M.d. Km. 38,300",Collado Villalba,28400,Madrid,1.809,1.969,1.699,1.789,-3.995389,40.628806,BP EII,L-D: 24H,2023-08-29 21:30
"Autovia  A-4 Km 191,536",Valdepeñas,13300,Ciudad Real,1.789,1.929,1.689,1.769,-3.391833,38.843417,SHELL,L-D: 24H,2023-08-31 14:00
Autovia 49 Km. 130,Ayamonte,21400,Huelva,1.739,1.919,1.669,1.739,-7.381861,37.239833,Q8,L-D: 24H,2023-08-31 15:45
"Autovia 62 Km. 64,300",Torquemada,34230,Palencia,1.789,NA,1.729,1.819,-4.279750,42.037306,CEPSA,L-D: 07:00-23:00,2023-08-31 14:55
"Autovia A - 4 Km. 23,300",Pinto,28320,Madrid,1.799,1.929,1.699,1.759,-3.685278,40.218333,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
"Autovia A - 6 Madrid-La Coruña Km. 154,100",Medina Del Campo,47400,Valladolid,1.779,1.939,1.719,1.819,-4.887778,41.275306,REPSOL,L-D: 24H,2023-09-01 00:00
"Autovia A - 6 Madrid-La Coruña Km. 193,800",Vega De Valdetronco,47133,Valladolid,1.799,1.959,1.719,1.819,-5.099306,41.576056,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
"Autovia A - 68 Km. 99,82",Fontellas,31512,Navarra,1.799,NA,1.699,1.759,-1.580167,42.023694,GALP,L-D: 07:00-22:00,2023-09-01 06:15
Autovia A 1 Km. 401,Altsasu/Alsasua,31800,Navarra,1.829,NA,1.729,1.769,-2.197889,42.915306,GALP,L-D: 24H,2023-08-31 19:33
Autovia A 42 Km. 153,Villamena,18659,Granada,1.799,1.959,1.679,1.789,-3.605000,36.987111,REPSOL - LA LOMA,L-D: 24H,2023-09-01 07:14
"Autovia A 50 Km. 30,3",Muñogrande,05309,Ávila,1.769,1.901,1.679,1.759,-4.936889,40.829389,CEPSA,L-D: 24H,2023-09-01 06:00
"Autovia A 52 Km. 15,400",Quintanilla De Urz,49622,Zamora,1.889,2.049,1.769,1.839,-5.849111,42.018889,REPSOL,L-D: 24H,2023-08-29 09:41
Autovia A 62 Km. 148,Tordesillas,47100,Valladolid,1.809,1.959,1.719,1.809,-4.945028,41.517806,REPSOL,L-D: 07:00-23:00,2023-08-30 07:00
Autovia A 62 Km. 69,Torquemada,34230,Palencia,1.799,1.939,1.719,1.819,-4.346278,42.016806,REPSOL,L-S: 07:30-22:00,2023-09-01 00:00
Autovia A 66 Km. 730,Monesterio,06200,Badajoz,1.795,NA,1.745,1.835,-6.220556,38.028611,CEPSA LEO,L-D: 24H,2023-09-01 07:23
Autovia A 7 Km. 1148,Cambrils,43850,Tarragona,1.845,1.985,1.659,1.759,1.094639,41.090167,REPSOL,L-D: 24H,2023-09-01 00:00
Autovia A 92 Km 113.700,Estepa,41560,Sevilla,1.749,NA,1.674,1.754,-4.801167,37.275778,SHELL,L-D: 06:00-00:00,2023-08-31 15:00
"Autovia A 92 Km. 200,2",Huétor Tájar,18360,Granada,1.759,1.879,1.659,1.749,-4.059278,37.179722,GALP,L-D: 24H,2023-09-01 06:12
Autovia A- 3 Km. 297,Requena,46340,Valencia / València,1.849,2.009,1.729,1.829,-1.010944,39.471694,REPSOL,L-S: 06:00-22:00; D: 07:00-22:00,2023-09-01 00:00
Autovia A- 92 Km. 10,Alcalá De Guadaíra,41500,Sevilla,1.629,NA,1.497,1.507,-5.833972,37.347806,BALLENOIL,L-D: 24H,2023-09-01 04:00
Autovia A-1 Km. 171,Gumiel De Izán,09370,Burgos,1.769,1.929,1.689,1.789,-3.695667,41.780250,PETRONOR,L-J: 08:00-21:00; V: 08:00-22:00; S: 08:00-21:00; D: 10:00-22:00,2023-09-01 00:00
"Autovia A-1 Km. 189,9",Cilleruelo De Abajo,09349,Burgos,1.779,1.921,1.689,1.779,-3.763361,41.929778,BP,L-D: 24H,2023-09-01 00:00
"Autovia A-1 Km. 214,1",Madrigalejo Del Monte,09330,Burgos,1.799,NA,1.719,1.809,-3.716806,42.132361,CEPSA,L-J: 08:00-21:00; V-D: 08:00-22:00,2023-08-30 12:03
"Autovia A-1 Km. 29,1",Colmenar Viejo,28770,Madrid,1.839,1.971,1.715,1.809,-3.590806,40.633722,CEPSA,L-D: 24H,2023-09-01 06:00
"Autovia A-1 Km. 406,000",Idiazabal,20213,Gipuzkoa,1.844,1.976,1.695,1.761,-2.228333,42.949306,CEPSA ETXEGARATE,L-D: 24H,2023-09-01 00:05
Autovia A-1 Km. 41,El Molar,28710,Madrid,1.839,1.959,1.749,1.849,-3.578472,40.716889,REPSOL,L-D: 24H,2023-09-01 00:00
"Autovia A-1 Km. 454,600",Donostia/San Sebastián,20160,Gipuzkoa,1.819,NA,1.719,1.825,-2.025250,43.247361,CEPSA,L-D: 24H,2023-09-01 06:00
"Autovia A-1 Km. 92,5",Somosierra,28756,Madrid,1.819,1.959,1.679,1.759,-3.580806,41.134917,CEPSA,L-D: 07:30-22:00,2023-08-30 21:54
Autovia A-1 Tarragona-Salou Km. 3,Tarragona,43006,Tarragona,1.779,1.919,1.529,1.609,1.197528,41.105417,SHELL,L-V: 10:00-18:00,2023-08-31 14:00
"Autovia A-11 Km. 218,000",Burgo De Osma-Ciudad De Osma,42300,Soria,1.799,NA,1.669,1.769,-3.111806,41.573917,CEPSA,L-D: 07:00-23:00,2023-08-29 09:23
Autovia A-11 Km. 349,Tudela De Duero,47320,Valladolid,1.779,1.899,1.669,1.749,-4.607056,41.591583,REPSOL,L-S: 07:00-22:00,2023-09-01 00:00
"Autovia A-12 Km 16,5",Legarda,31133,Navarra,1.715,1.835,1.595,1.655,-1.777806,42.710889,E.S. LEGARDA,L-D: 06:30-22:30,2023-08-31 23:55
"Autovia A-12 Km 16,5",Legarda,31133,Navarra,1.715,1.835,1.595,1.655,-1.777194,42.710722,E.S. LEGARDA,L-D: 06:30-22:30,2023-08-31 23:55
"Autovia A-15 (Mrg.dcho.) Km. 134,4",Larraun,31877,Navarra,1.839,NA,1.739,1.819,-1.955944,43.058806,CEPSA,L-D: 24H,2023-08-30 00:00
"Autovia A-15 (Mrg.izdo.) Km. 134,5",Larraun,31877,Navarra,1.839,NA,1.739,1.819,-1.957306,43.059111,CEPSA,L-D: 24H,2023-08-30 00:00
"Autovia A-15 Km. 124,488",Larraun,31878,Navarra,1.844,NA,1.734,1.814,-1.886167,43.000028,SHELL,L-D: 24H,2023-08-31 14:00
"Autovia A-17 Km. 5,2",Montcada I Reixac,08110,Barcelona,1.859,2.019,1.679,1.779,2.190639,41.496611,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
Autovia A-2 (Mrg.izdo.) Km. 285,Épila,50290,Zaragoza,1.779,1.911,1.679,1.789,-1.242167,41.538528,CEPSA,L-D: 24H,2023-09-01 06:00
"Autovia A-2 Km. 101,8",Almadrones,19490,Guadalajara,1.789,NA,1.689,1.809,-2.759917,40.896417,CEPSA,L-D: 24H,2023-09-01 06:00
Autovia A-2 Km. 103,Almadrones,19490,Guadalajara,1.789,1.921,1.689,1.809,-2.760472,40.898444,CEPSA,L-D: 24H,2023-09-01 06:00
Autovia A-2 Km. 107,Mirabueno,19268,Guadalajara,1.769,NA,1.669,1.729,-2.714167,40.927722,REPSOL,L-D: 06:00-22:00,2023-09-01 00:00
Autovia A-2 Km. 125,Saúca,19262,Guadalajara,1.769,1.889,1.669,1.729,-2.546583,41.015972,REPSOL,L-D: 07:00-23:00,2023-09-01 00:00
Autovia A-2 Km. 154,Medinaceli,42248,Soria,1.749,1.869,1.669,1.729,-2.403972,41.189222,REPSOL,L: 07:00-00:00; M-V: 24H; S: 00:00-21:00; D: 09:00-23:00,2023-09-01 00:00
"Autovia A-2 Km. 170,2",Arcos De Jalón,42250,Soria,1.729,NA,1.679,1.745,-2.260194,41.223944,CEPSA,L-D: 07:00-22:00,2023-09-01 00:00
"Autovia A-2 Km. 176,6",Oquillas,09350,Burgos,1.779,2.059,1.699,1.789,-3.703972,41.824917,GALP,L-V: 08:00-23:00; S: 08:00-19:30; D: 10:30-20:30,2023-09-01 06:18
"Autovia A-2 Km. 197,2",Ariza,50220,Zaragoza,1.779,NA,1.685,1.789,-2.002722,41.311611,CEPSA,L-D: 24H,2023-09-01 06:00
"Autovia A-2 Km. 197,3",Ariza,50220,Zaragoza,1.759,NA,1.675,1.769,-2.001333,41.312611,CEPSA,L-D: 24H,2023-09-01 06:00
Autovia A-2 Km. 231,Calatayud,50300,Zaragoza,1.759,1.909,1.689,NA,-1.667611,41.324611,E.S. VALDEHERRERA,L-D: 24H,2023-08-29 13:24
"Autovia A-2 Km. 280,100",Calatorao,50280,Zaragoza,1.759,1.919,1.679,1.779,-1.288111,41.516500,REPSOL,L-D: 24H,2023-09-01 00:00
